-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/1989 through 04/05/1990 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,1989,4,5,15.34,12.6,14.09,7.18,72.66,0.95,8.18,10.82,5.6
36.25,-6.25,1989,4,5,14.73,11.33,13.48,6.99,73.56,1.0,7.87,9.8,5.27
36.25,-5.75,1989,4,5,14.91,9.09,12.31,6.67,75.59,1.56,7.11,9.2,4.36
36.25,-5.25,1989,4,5,15.0,9.07,12.27,6.68,75.62,1.75,7.72,9.71,4.96
36.25,-4.75,1989,4,5,15.12,10.06,12.8,6.84,74.55,1.75,8.88,10.64,6.38
36.25,-4.25,1989,4,5,15.22,11.09,13.35,6.98,73.26,1.82,10.04,11.56,7.95
36.25,-3.75,1989,4,5,15.06,11.39,13.37,6.93,72.69,2.33,10.96,12.31,9.04
36.25,-3.25,1989,4,5,15.05,11.87,13.5,6.85,70.94,2.14,11.46,12.92,9.4
36.25,-2.75,1989,4,5,15.26,12.64,13.87,6.84,69.3,1.47,11.67,13.15,9.26
36.25,-2.25,1989,4,5,15.45,13.36,14.3,6.92,68.53,1.1,11.82,13.3,9.0
36.75,-6.75,1989,4,5,15.36,10.8,13.33,6.87,73.29,0.68,7.62,9.76,5.47
36.75,-6.25,1989,4,5,15.28,8.27,12.4,6.5,74.19,0.62,6.76,8.46,4.48
36.75,-5.75,1989,4,5,14.91,5.71,10.77,6.13,77.11,0.5,6.18,8.66,3.7
36.75,-5.25,1989,4,5,14.56,5.44,10.17,5.99,77.32,0.49,6.71,9.32,4.16
36.75,-4.75,1989,4,5,14.38,6.08,10.24,5.99,76.31,0.62,7.33,9.72,4.85
36.75,-4.25,1989,4,5,14.14,6.63,10.4,6.01,75.1,0.89,7.83,9.85,5.48
36.75,-3.75,1989,4,5,13.23,6.49,9.94,5.86,74.25,1.25,8.73,10.43,6.44
36.75,-3.25,1989,4,5,12.37,6.61,9.44,5.57,71.3,1.04,9.42,11.54,6.59
36.75,-2.75,1989,4,5,13.29,7.77,10.31,5.46,67.0,0.73,9.19,11.69,5.89
36.75,-2.25,1989,4,5,14.84,9.81,12.03,5.68,63.75,0.59,8.82,11.28,5.41
37.25,-6.75,1989,4,5,15.97,7.24,11.79,6.12,73.12,0.47,6.13,7.98,4.07
37.25,-6.25,1989,4,5,16.07,5.23,11.18,5.83,72.97,0.79,5.58,7.62,3.44
37.25,-5.75,1989,4,5,15.6,4.08,10.32,5.66,74.59,0.78,5.27,7.77,3.25
37.25,-5.25,1989,4,5,15.0,3.82,9.56,5.51,75.45,0.71,5.51,8.24,3.51
37.25,-4.75,1989,4,5,14.13,3.71,8.76,5.35,76.15,0.66,5.81,8.61,3.58
37.25,-4.25,1989,4,5,12.82,3.24,7.74,5.14,76.68,0.67,6.13,8.88,3.5
37.25,-3.75,1989,4,5,10.81,2.12,6.26,4.82,76.41,0.67,6.96,9.46,3.98
37.25,-3.25,1989,4,5,9.24,1.41,5.03,4.41,74.16,0.52,7.83,10.6,4.18
37.25,-2.75,1989,4,5,10.12,2.09,5.67,4.21,69.24,0.31,8.05,11.33,4.15
37.25,-2.25,1989,4,5,12.46,4.31,7.89,4.38,64.07,0.16,7.57,10.99,3.96
37.75,-6.75,1989,4,5,15.61,4.3,9.88,5.44,73.62,0.48,5.42,7.48,3.14
37.75,-6.25,1989,4,5,15.05,3.62,9.4,5.25,72.88,0.98,5.57,7.47,3.07
37.75,-5.75,1989,4,5,15.12,3.27,9.34,5.18,72.82,1.29,5.2,7.52,2.98
37.75,-5.25,1989,4,5,14.9,3.31,9.09,5.1,73.02,1.35,5.16,7.77,3.11
37.75,-4.75,1989,4,5,14.21,3.36,8.49,4.98,73.39,1.24,5.3,8.09,3.08
37.75,-4.25,1989,4,5,13.0,3.07,7.46,4.77,73.71,1.04,5.6,8.44,2.91
37.75,-3.75,1989,4,5,11.35,2.13,6.06,4.46,73.56,0.76,6.18,8.89,2.93
37.75,-3.25,1989,4,5,9.83,1.21,4.83,4.14,72.99,0.5,6.84,9.52,3.19
37.75,-2.75,1989,4,5,8.29,0.42,3.73,3.86,71.61,0.28,8.17,11.05,4.46
37.75,-2.25,1989,4,5,9.09,1.14,4.58,3.76,66.99,0.12,8.48,11.81,4.92
38.25,-6.75,1989,4,5,14.86,3.71,9.13,5.24,73.51,0.39,5.54,7.77,3.64
38.25,-6.25,1989,4,5,13.78,3.33,8.42,4.97,72.78,0.81,5.92,7.71,3.59
38.25,-5.75,1989,4,5,13.5,3.04,8.17,4.85,72.46,1.25,5.67,7.74,3.31
38.25,-5.25,1989,4,5,13.31,2.94,7.91,4.73,72.17,1.44,5.55,7.93,3.12
38.25,-4.75,1989,4,5,13.04,2.92,7.51,4.6,71.72,1.4,5.61,8.23,2.97
38.25,-4.25,1989,4,5,12.59,2.83,6.94,4.43,71.04,1.17,5.82,8.52,2.86
38.25,-3.75,1989,4,5,11.96,2.53,6.27,4.21,70.19,0.79,6.07,8.69,2.88
