-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2016 through 04/05/2017 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2016,4,5,16.67,13.02,14.79,7.84,75.74,0.03,8.33,11.12,5.38
36.25,-6.25,2016,4,5,16.74,12.08,14.26,7.6,76.09,0.04,7.54,10.05,4.58
36.25,-5.75,2016,4,5,17.63,10.48,13.45,7.18,76.19,0.08,6.47,8.41,3.94
36.25,-5.25,2016,4,5,17.62,10.4,13.49,7.19,75.51,0.11,6.97,8.76,4.79
36.25,-4.75,2016,4,5,17.36,11.2,13.99,7.41,74.76,0.11,8.21,10.01,6.2
36.25,-4.25,2016,4,5,17.18,12.17,14.55,7.64,74.13,0.1,9.5,11.28,7.54
36.25,-3.75,2016,4,5,17.1,12.57,14.75,7.66,73.28,0.17,10.28,11.88,8.46
36.25,-3.25,2016,4,5,17.11,13.13,15.17,7.76,71.81,0.34,9.98,12.08,6.85
36.25,-2.75,2016,4,5,17.05,13.83,15.53,7.95,72.0,0.61,9.0,11.99,4.78
36.25,-2.25,2016,4,5,16.71,14.56,15.71,8.19,73.59,2.18,8.29,12.24,3.54
36.75,-6.75,2016,4,5,17.54,11.64,14.38,7.42,74.0,0.04,7.47,10.2,4.56
36.75,-6.25,2016,4,5,19.15,10.03,13.98,6.96,72.38,0.06,6.26,8.48,4.0
36.75,-5.75,2016,4,5,19.38,8.22,12.64,6.52,73.97,0.12,5.4,6.97,3.31
