-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/1996 through 04/05/1997 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,1996,4,5,16.5,15.1,15.77,9.24,83.27,6.92,3.67,6.05,1.23
36.25,-6.25,1996,4,5,16.18,14.21,15.26,9.09,84.47,12.07,3.52,5.52,1.26
36.25,-5.75,1996,4,5,16.67,12.48,14.38,8.78,85.92,15.29,3.47,5.59,2.35
36.25,-5.25,1996,4,5,15.93,12.59,14.03,8.64,86.13,15.22,3.48,6.39,1.56
36.25,-4.75,1996,4,5,14.95,13.12,13.9,8.56,86.04,13.1,4.02,7.44,0.74
36.25,-4.25,1996,4,5,14.33,13.23,13.76,8.4,85.65,10.03,4.79,8.09,0.6
36.25,-3.75,1996,4,5,14.25,12.64,13.42,8.09,84.0,6.94,4.79,7.59,0.77
36.25,-3.25,1996,4,5,14.25,12.87,13.48,7.87,81.4,8.98,4.6,7.68,0.83
36.25,-2.75,1996,4,5,14.46,13.06,13.7,7.87,80.64,11.46,4.73,8.04,1.2
36.25,-2.25,1996,4,5,14.77,13.31,14.06,7.95,80.03,12.24,5.04,8.26,1.89
36.75,-6.75,1996,4,5,16.28,14.01,15.24,8.77,81.81,4.72,2.9,5.31,0.59
36.75,-6.25,1996,4,5,16.33,12.06,14.41,8.45,83.06,9.07,2.59,3.75,0.9
36.75,-5.75,1996,4,5,16.19,9.7,12.89,8.11,86.79,13.29,2.56,3.68,1.68
36.75,-5.25,1996,4,5,14.6,9.19,11.8,7.84,88.88,13.56,2.84,4.39,1.57
36.75,-4.75,1996,4,5,13.02,9.59,11.25,7.62,88.89,11.1,3.25,5.19,1.06
36.75,-4.25,1996,4,5,12.2,10.0,11.06,7.36,86.64,7.47,3.51,5.54,0.56
36.75,-3.75,1996,4,5,12.12,9.6,10.73,6.9,82.19,4.49,3.23,5.02,0.36
36.75,-3.25,1996,4,5,11.74,9.62,10.44,6.58,78.64,7.58,2.87,5.03,0.36
36.75,-2.75,1996,4,5,12.5,9.75,10.9,6.67,78.22,11.33,3.1,5.55,0.64
36.75,-2.25,1996,4,5,13.51,10.61,11.94,6.98,78.41,13.05,3.78,6.27,1.2
37.25,-6.75,1996,4,5,15.96,11.44,13.9,8.15,82.37,2.01,2.29,3.91,0.91
37.25,-6.25,1996,4,5,15.85,10.22,13.3,7.78,81.72,3.68,1.82,2.58,0.81
37.25,-5.75,1996,4,5,15.81,8.85,12.44,7.61,83.62,6.31,1.81,2.63,0.89
37.25,-5.25,1996,4,5,14.6,7.94,11.25,7.37,86.66,6.77,2.12,3.53,0.98
37.25,-4.75,1996,4,5,12.93,7.49,10.17,7.06,87.96,5.44,2.43,4.34,0.9
37.25,-4.25,1996,4,5,11.47,7.19,9.3,6.67,86.24,3.37,2.52,4.46,0.65
37.25,-3.75,1996,4,5,10.92,6.39,8.46,6.1,81.84,2.33,2.24,3.67,0.39
37.25,-3.25,1996,4,5,10.77,6.18,8.04,5.74,77.17,5.61,1.89,3.1,0.83
37.25,-2.75,1996,4,5,11.79,5.52,8.14,5.7,77.18,9.44,1.83,3.27,0.65
37.25,-2.25,1996,4,5,12.66,6.21,9.01,5.99,78.91,11.37,2.27,3.99,0.58
37.75,-6.75,1996,4,5,14.66,8.51,11.98,7.75,86.71,1.06,2.3,3.09,1.51
37.75,-6.25,1996,4,5,14.26,8.46,11.61,7.35,83.94,1.17,2.16,2.88,1.15
37.75,-5.75,1996,4,5,15.17,8.53,11.76,7.18,81.56,1.66,2.02,3.06,0.8
37.75,-5.25,1996,4,5,15.18,8.24,11.36,7.05,82.36,1.81,2.2,3.62,0.96
37.75,-4.75,1996,4,5,14.41,7.73,10.69,6.88,83.39,1.47,2.41,4.06,1.15
37.75,-4.25,1996,4,5,13.32,7.01,9.93,6.62,82.93,0.97,2.42,4.04,1.03
37.75,-3.75,1996,4,5,12.63,6.01,9.21,6.23,80.41,1.11,2.14,3.37,0.42
37.75,-3.25,1996,4,5,13.06,5.55,8.83,5.86,76.08,3.44,1.97,2.85,1.1
37.75,-2.75,1996,4,5,12.69,3.48,7.46,5.47,76.69,6.03,1.71,2.79,0.79
37.75,-2.25,1996,4,5,12.43,2.98,7.14,5.4,78.38,7.28,1.73,3.27,0.45
38.25,-6.75,1996,4,5,13.66,7.73,11.18,7.48,87.27,0.71,2.69,3.65,1.55
38.25,-6.25,1996,4,5,13.74,7.61,10.68,7.26,86.47,0.57,3.02,3.98,1.62
38.25,-5.75,1996,4,5,14.71,7.91,10.84,7.04,83.72,0.46,2.92,4.25,1.38
38.25,-5.25,1996,4,5,15.1,7.84,10.72,6.86,82.54,0.38,2.85,4.32,1.41
38.25,-4.75,1996,4,5,15.04,7.38,10.47,6.68,81.51,0.32,2.76,4.26,1.46
38.25,-4.25,1996,4,5,14.75,6.66,10.21,6.47,79.81,0.32,2.62,4.05,1.24
38.25,-3.75,1996,4,5,14.56,5.96,10.05,6.23,77.28,0.59,2.37,3.61,0.45
38.25,-3.25,1996,4,5,14.82,4.91,9.55,5.93,75.01,1.61,2.29,3.28,1.29
38.25,-2.75,1996,4,5,13.69,2.9,7.92,5.46,74.83,2.64,2.15,3.39,0.94
38.25,-2.25,1996,4,5,13.24,2.12,7.31,5.24,75.23,2.93,2.06,3.49,0.74
36.25,-6.75,1996,4,6,16.9,15.19,15.99,9.07,81.26,4.34,4.63,5.74,3.28
36.25,-6.25,1996,4,6,16.7,14.04,15.48,8.97,82.91,3.74,4.23,5.46,3.04
36.25,-5.75,1996,4,6,17.39,11.94,14.54,8.48,83.16,2.48,3.71,5.4,2.23
36.25,-5.25,1996,4,6,17.46,12.07,14.59,8.4,81.7,1.88,3.85,5.48,2.44
36.25,-4.75,1996,4,6,17.25,13.21,15.08,8.51,80.11,1.64,4.17,5.88,2.68
36.25,-4.25,1996,4,6,16.95,14.14,15.47,8.62,79.31,1.75,4.46,6.42,2.6
36.25,-3.75,1996,4,6,16.6,13.65,15.3,8.58,79.53,2.48,4.78,6.61,2.52
36.25,-3.25,1996,4,6,16.44,13.45,15.21,8.62,80.08,2.76,4.83,7.04,2.67
36.25,-2.75,1996,4,6,16.37,13.41,15.2,8.75,81.53,2.27,4.32,6.75,2.03
36.25,-2.25,1996,4,6,16.23,13.68,15.17,8.8,82.38,1.76,3.62,6.04,1.31
36.75,-6.75,1996,4,6,17.25,13.57,15.44,8.8,81.74,2.88,4.44,5.59,3.18
