-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2014 through 04/05/2015 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2014,4,5,16.9,15.41,15.93,9.61,86.68,0.09,3.43,4.47,2.4
36.25,-6.25,2014,4,5,18.25,14.18,15.99,9.46,85.03,0.03,3.51,4.53,2.73
36.25,-5.75,2014,4,5,21.22,11.94,16.06,9.12,81.48,0.01,3.27,4.28,2.49
36.25,-5.25,2014,4,5,21.29,12.05,16.22,8.94,79.26,0.0,3.55,4.71,2.54
36.25,-4.75,2014,4,5,20.02,13.03,16.26,8.95,79.06,0.0,4.23,5.55,3.05
36.25,-4.25,2014,4,5,18.65,13.88,16.16,9.08,80.3,0.0,5.2,6.59,3.75
36.25,-3.75,2014,4,5,18.17,14.04,16.05,9.12,81.12,0.0,6.36,7.68,3.95
36.25,-3.25,2014,4,5,18.3,14.52,16.33,9.17,79.97,0.0,6.62,8.25,2.95
36.25,-2.75,2014,4,5,17.62,14.86,16.26,9.31,81.88,0.0,6.22,8.0,2.31
36.25,-2.25,2014,4,5,16.81,15.11,16.02,9.52,85.24,0.0,6.03,7.7,2.84
36.75,-6.75,2014,4,5,18.25,14.36,16.14,9.66,86.17,0.08,3.25,4.3,2.09
36.75,-6.25,2014,4,5,21.28,12.37,16.4,9.34,82.59,0.02,3.11,3.86,2.45
36.75,-5.75,2014,4,5,23.24,10.13,15.91,8.78,79.34,0.01,3.11,4.21,2.26
36.75,-5.25,2014,4,5,22.93,9.77,15.5,8.4,77.78,0.0,3.52,4.77,2.49
36.75,-4.75,2014,4,5,21.7,10.25,15.24,8.29,77.53,0.0,4.05,5.4,2.92
36.75,-4.25,2014,4,5,20.44,10.77,15.11,8.35,77.7,0.0,4.58,6.05,3.31
36.75,-3.75,2014,4,5,19.62,10.78,14.97,8.3,76.88,0.0,5.15,6.77,3.33
36.75,-3.25,2014,4,5,19.69,11.18,15.31,8.08,72.38,0.0,4.82,6.64,2.48
36.75,-2.75,2014,4,5,19.93,11.86,15.87,8.12,71.04,0.0,3.98,6.09,1.07
36.75,-2.25,2014,4,5,19.89,13.03,16.53,8.44,72.36,0.0,3.65,5.52,1.12
37.25,-6.75,2014,4,5,21.6,11.86,16.36,9.25,81.81,0.08,2.81,3.7,1.88
37.25,-6.25,2014,4,5,23.82,10.51,16.64,8.91,78.31,0.02,2.79,3.44,2.09
37.25,-5.75,2014,4,5,24.18,9.59,16.24,8.59,76.94,0.01,2.73,3.7,1.91
37.25,-5.25,2014,4,5,23.59,8.94,15.49,8.29,77.18,0.0,3.01,4.29,2.0
37.25,-4.75,2014,4,5,22.46,8.57,14.63,8.06,78.2,0.0,3.38,4.93,2.14
37.25,-4.25,2014,4,5,21.07,8.34,13.79,7.89,79.12,0.0,3.7,5.48,2.22
