-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/1993 through 04/05/1994 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,1993,4,5,17.46,14.53,15.98,8.88,80.09,0.0,5.25,6.52,4.38
36.25,-6.25,1993,4,5,18.2,13.3,15.88,8.64,78.97,0.0,4.49,5.22,3.77
36.25,-5.75,1993,4,5,21.34,11.48,16.0,7.98,73.67,0.0,3.71,4.69,2.68
36.25,-5.25,1993,4,5,21.96,12.1,16.57,7.92,70.32,0.0,4.02,5.14,3.0
36.25,-4.75,1993,4,5,21.19,13.6,17.14,8.24,69.66,0.0,4.68,5.97,3.71
36.25,-4.25,1993,4,5,19.99,14.97,17.43,8.65,70.96,0.0,5.14,6.59,4.17
36.25,-3.75,1993,4,5,19.14,15.71,17.46,8.85,72.03,0.0,5.03,6.34,4.17
36.25,-3.25,1993,4,5,18.7,15.89,17.38,8.92,72.83,0.0,4.68,6.4,2.87
36.25,-2.75,1993,4,5,18.1,16.07,17.15,9.18,76.18,0.0,4.26,6.17,1.96
36.25,-2.25,1993,4,5,17.44,16.03,16.71,9.5,81.23,0.0,3.94,6.06,1.52
36.75,-6.75,1993,4,5,19.21,12.44,15.93,8.09,74.44,0.0,4.87,6.74,3.88
36.75,-6.25,1993,4,5,21.99,10.7,16.26,7.11,65.97,0.0,3.94,5.06,3.0
36.75,-5.75,1993,4,5,24.37,8.77,16.01,6.28,60.59,0.0,3.29,4.83,1.85
36.75,-5.25,1993,4,5,24.51,8.8,16.04,6.09,57.64,0.0,3.5,4.83,2.2
36.75,-4.75,1993,4,5,23.59,10.01,16.36,6.29,56.31,0.0,3.9,5.12,2.88
36.75,-4.25,1993,4,5,22.36,11.5,16.75,6.59,55.92,0.0,4.03,5.41,3.13
