-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2018 through 04/05/2019 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2018,4,5,17.73,14.16,16.0,8.84,79.26,0.0,5.71,7.78,2.74
36.25,-6.25,2018,4,5,18.72,12.79,15.7,8.33,76.19,0.0,6.54,8.7,2.95
36.25,-5.75,2018,4,5,18.86,10.91,14.92,7.7,74.31,0.0,6.62,9.17,2.92
36.25,-5.25,2018,4,5,17.64,11.64,14.72,7.83,75.78,0.0,6.59,9.01,3.13
36.25,-4.75,2018,4,5,16.6,13.17,14.95,8.18,77.5,0.0,6.73,9.03,3.24
36.25,-4.25,2018,4,5,16.34,14.32,15.34,8.42,77.81,0.0,6.85,9.38,2.91
36.25,-3.75,2018,4,5,16.43,14.51,15.52,8.39,76.41,0.0,6.35,9.5,1.79
36.25,-3.25,2018,4,5,16.6,14.63,15.69,8.32,75.11,0.0,6.16,9.7,1.82
36.25,-2.75,2018,4,5,16.52,14.76,15.7,8.41,76.02,0.0,6.2,9.72,1.52
36.25,-2.25,2018,4,5,16.23,14.94,15.62,8.68,79.21,0.0,6.22,9.77,1.28
36.75,-6.75,2018,4,5,19.03,12.33,15.82,8.38,76.53,0.0,4.02,6.5,1.59
36.75,-6.25,2018,4,5,21.33,10.17,15.69,7.72,72.16,0.0,4.34,6.3,1.86
36.75,-5.75,2018,4,5,21.28,7.91,14.49,6.87,69.28,0.0,4.92,7.26,2.18
36.75,-5.25,2018,4,5,19.9,7.6,13.8,6.62,68.84,0.0,5.17,7.69,2.47
36.75,-4.75,2018,4,5,18.62,8.53,13.77,6.7,68.69,0.0,5.3,7.73,2.71
36.75,-4.25,2018,4,5,18.04,9.69,14.14,6.85,67.69,0.0,5.35,7.72,2.84
36.75,-3.75,2018,4,5,17.96,9.82,14.23,6.77,65.69,0.0,5.22,8.14,2.75
36.75,-3.25,2018,4,5,17.94,9.81,14.07,6.51,62.94,0.0,4.97,7.72,2.52
36.75,-2.75,2018,4,5,17.74,10.42,14.18,6.6,63.77,0.0,5.05,7.31,2.38
36.75,-2.25,2018,4,5,17.56,11.85,14.79,7.14,67.44,0.0,5.25,7.33,2.52
37.25,-6.75,2018,4,5,21.04,9.5,15.38,7.65,72.62,0.0,3.4,5.79,0.98
37.25,-6.25,2018,4,5,22.9,8.3,15.51,7.39,70.59,0.0,3.38,5.51,1.69
37.25,-5.75,2018,4,5,22.84,7.22,14.85,6.97,69.27,0.0,3.64,5.44,1.92
37.25,-5.25,2018,4,5,22.17,6.25,14.24,6.5,66.93,0.0,3.85,5.74,2.0
37.25,-4.75,2018,4,5,21.49,5.66,13.89,6.16,64.34,0.0,3.94,5.94,1.99
37.25,-4.25,2018,4,5,21.05,5.2,13.64,5.95,62.17,0.0,3.86,5.89,1.86
37.25,-3.75,2018,4,5,20.73,4.1,12.99,5.71,60.97,0.0,3.65,5.77,1.49
37.25,-3.25,2018,4,5,20.37,3.67,12.22,5.36,59.39,0.0,3.55,5.67,1.78
37.25,-2.75,2018,4,5,19.38,4.68,11.9,5.26,59.45,0.0,3.71,5.5,1.9
37.25,-2.25,2018,4,5,19.22,6.98,12.92,5.64,60.19,0.0,3.86,5.34,2.26
37.75,-6.75,2018,4,5,21.75,6.75,14.24,7.09,71.89,0.0,3.13,5.11,1.21
37.75,-6.25,2018,4,5,22.09,6.44,14.23,7.02,71.19,0.0,3.32,5.37,1.95
37.75,-5.75,2018,4,5,22.5,6.35,14.4,6.99,70.59,0.0,3.28,4.95,2.04
37.75,-5.25,2018,4,5,22.7,6.07,14.51,6.75,68.15,0.0,3.21,4.79,2.0
37.75,-4.75,2018,4,5,22.82,5.51,14.58,6.41,64.68,0.0,3.0,4.68,1.61
37.75,-4.25,2018,4,5,22.79,4.56,14.41,6.08,61.68,0.0,2.67,4.47,0.98
37.75,-3.75,2018,4,5,22.32,3.2,13.58,5.86,61.38,0.0,2.36,4.03,0.62
37.75,-3.25,2018,4,5,22.42,2.39,12.82,5.54,60.42,0.0,2.93,5.35,0.81
37.75,-2.75,2018,4,5,20.12,2.4,11.11,5.08,60.56,0.0,3.46,5.72,0.93
37.75,-2.25,2018,4,5,19.61,3.69,11.23,5.02,60.12,0.0,3.54,5.49,1.23
38.25,-6.75,2018,4,5,20.95,5.38,13.27,7.08,74.22,0.0,2.83,4.47,1.43
38.25,-6.25,2018,4,5,20.57,4.91,13.03,6.96,73.47,0.0,3.04,4.71,1.82
38.25,-5.75,2018,4,5,20.88,5.0,13.2,6.96,73.04,0.0,3.06,4.62,1.75
38.25,-5.25,2018,4,5,21.25,4.81,13.47,6.81,71.03,0.0,2.91,4.58,1.65
38.25,-4.75,2018,4,5,21.65,4.51,13.78,6.54,67.68,0.0,2.57,4.48,1.2
38.25,-4.25,2018,4,5,21.83,4.2,13.91,6.27,64.62,0.0,2.15,4.18,0.58
38.25,-3.75,2018,4,5,21.32,3.9,13.49,6.2,64.84,0.0,1.94,3.47,0.48
38.25,-3.25,2018,4,5,21.84,3.3,13.13,5.9,62.97,0.0,2.65,5.12,0.38
38.25,-2.75,2018,4,5,20.77,2.66,11.55,5.26,61.26,0.0,3.33,5.45,0.5
38.25,-2.25,2018,4,5,20.69,3.05,11.3,4.98,60.11,0.0,3.67,5.59,0.9
36.25,-6.75,2018,4,6,16.23,14.3,15.55,9.19,83.92,8.52,4.99,7.68,1.68
36.25,-6.25,2018,4,6,16.86,13.98,15.33,9.31,86.0,4.49,5.24,7.04,3.65
36.25,-5.75,2018,4,6,18.55,12.65,15.1,8.77,81.85,1.71,4.67,6.82,3.13
36.25,-5.25,2018,4,6,18.19,12.9,15.13,8.69,80.55,0.54,4.06,6.31,2.09
36.25,-4.75,2018,4,6,17.17,13.74,15.27,8.89,81.6,0.14,3.81,5.99,1.63
36.25,-4.25,2018,4,6,16.4,14.45,15.4,9.12,83.34,0.04,4.0,6.47,1.72
36.25,-3.75,2018,4,6,16.39,14.59,15.45,9.12,82.97,0.13,4.43,8.5,1.18
36.25,-3.25,2018,4,6,16.65,14.84,15.73,9.05,80.97,1.32,5.25,10.48,1.21
36.25,-2.75,2018,4,6,16.54,15.03,15.75,9.07,81.12,1.39,6.02,11.02,1.28
36.25,-2.25,2018,4,6,16.19,15.11,15.64,9.24,83.64,1.56,6.61,10.81,2.02
36.75,-6.75,2018,4,6,16.86,13.05,15.35,8.61,79.56,11.01,4.52,8.02,1.11
36.75,-6.25,2018,4,6,18.7,11.56,15.12,8.61,80.56,5.43,4.62,7.0,2.5
36.75,-5.75,2018,4,6,20.34,10.11,14.56,8.02,77.16,2.07,4.48,6.88,2.33
36.75,-5.25,2018,4,6,20.09,10.13,14.27,7.78,75.68,0.6,4.11,6.23,2.22
36.75,-4.75,2018,4,6,19.08,10.96,14.36,7.93,75.99,0.12,3.67,5.51,1.97
36.75,-4.25,2018,4,6,18.21,11.97,14.72,8.25,76.72,0.03,3.4,5.49,1.54
36.75,-3.75,2018,4,6,18.23,12.55,14.95,8.3,75.25,0.01,3.63,7.18,1.03
36.75,-3.25,2018,4,6,18.48,12.1,14.97,7.98,71.78,0.58,4.04,8.26,0.74
