-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2009 through 04/05/2010 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2009,4,5,17.62,15.02,16.28,9.48,83.48,0.02,3.06,4.28,1.59
36.25,-6.25,2009,4,5,19.3,13.64,16.44,9.22,80.78,0.01,3.33,4.86,1.8
36.25,-5.75,2009,4,5,19.89,11.66,15.77,8.75,79.93,0.03,3.29,4.65,1.8
36.25,-5.25,2009,4,5,18.34,11.92,15.19,8.73,82.21,0.04,3.11,4.45,1.54
36.25,-4.75,2009,4,5,16.68,12.9,14.9,8.89,84.99,0.05,3.08,4.51,1.19
36.25,-4.25,2009,4,5,15.9,13.67,14.92,9.01,86.24,0.06,3.11,4.71,0.88
36.25,-3.75,2009,4,5,15.99,13.88,15.07,8.94,84.56,0.05,2.72,4.52,0.64
36.25,-3.25,2009,4,5,16.18,14.15,15.22,8.92,83.44,0.01,2.19,3.86,0.42
36.25,-2.75,2009,4,5,16.04,14.28,15.15,9.06,85.29,0.0,1.84,3.02,0.5
36.25,-2.25,2009,4,5,15.84,14.54,15.16,9.13,86.23,0.0,1.68,2.63,0.51
36.75,-6.75,2009,4,5,18.13,13.52,15.95,9.02,81.53,0.02,1.97,3.12,0.51
36.75,-6.25,2009,4,5,21.64,11.54,16.45,8.48,75.12,0.01,2.09,3.46,0.25
36.75,-5.75,2009,4,5,22.95,9.41,16.09,8.04,72.58,0.02,2.18,3.57,0.44
36.75,-5.25,2009,4,5,21.94,9.19,15.56,7.97,73.49,0.03,2.22,3.44,0.62
36.75,-4.75,2009,4,5,20.22,9.85,15.16,8.03,75.31,0.05,2.23,3.35,0.57
36.75,-4.25,2009,4,5,18.82,10.66,14.97,8.04,75.83,0.06,2.17,3.4,0.46
36.75,-3.75,2009,4,5,18.25,11.14,14.89,7.84,73.28,0.04,1.95,3.48,0.86
36.75,-3.25,2009,4,5,17.85,11.36,14.64,7.55,70.43,0.01,1.72,3.45,0.48
36.75,-2.75,2009,4,5,18.02,11.77,14.74,7.73,72.47,0.0,1.74,3.27,0.54
36.75,-2.25,2009,4,5,17.81,12.55,14.97,8.18,77.22,0.0,1.82,3.19,0.58
37.25,-6.75,2009,4,5,20.27,11.22,15.83,8.16,75.17,0.0,1.97,2.95,0.76
37.25,-6.25,2009,4,5,22.74,10.34,16.15,7.84,71.09,0.0,2.05,3.37,0.31
37.25,-5.75,2009,4,5,23.8,9.25,16.17,7.79,70.59,0.0,2.19,3.66,0.64
37.25,-5.25,2009,4,5,23.86,8.41,15.98,7.76,70.58,0.01,2.35,3.71,0.9
37.25,-4.75,2009,4,5,23.15,7.97,15.6,7.62,70.02,0.01,2.45,3.77,0.99
37.25,-4.25,2009,4,5,21.94,7.93,15.05,7.29,68.17,0.02,2.49,4.06,1.04
37.25,-3.75,2009,4,5,20.55,8.16,14.3,6.77,64.59,0.01,2.51,4.7,1.38
