-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/1985 through 04/05/1986 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,1985,4,5,16.63,15.0,15.9,8.83,79.18,0.23,8.06,9.91,5.86
36.25,-6.25,1985,4,5,16.56,14.4,15.66,8.61,78.38,0.21,7.61,9.43,5.52
36.25,-5.75,1985,4,5,17.5,13.12,15.13,8.22,77.0,0.25,6.93,8.64,5.01
36.25,-5.25,1985,4,5,17.77,13.12,15.14,8.12,75.92,0.27,7.16,8.92,5.33
36.25,-4.75,1985,4,5,17.52,13.72,15.38,8.23,75.82,0.29,7.55,9.57,5.45
36.25,-4.25,1985,4,5,16.96,14.26,15.53,8.4,76.72,0.32,7.88,10.22,5.27
36.25,-3.75,1985,4,5,16.39,14.15,15.3,8.42,78.0,0.42,8.44,10.89,5.64
36.25,-3.25,1985,4,5,16.36,14.33,15.43,8.45,77.3,0.44,9.04,11.47,6.74
36.25,-2.75,1985,4,5,16.58,14.82,15.82,8.53,76.38,0.27,9.46,11.67,7.43
36.25,-2.25,1985,4,5,16.8,15.34,16.09,8.75,77.22,0.11,9.71,11.9,7.73
36.75,-6.75,1985,4,5,16.51,13.95,15.41,8.64,79.97,0.37,8.19,10.24,5.87
36.75,-6.25,1985,4,5,16.92,12.9,15.05,8.3,78.5,0.35,7.41,9.62,4.91
36.75,-5.75,1985,4,5,17.28,11.01,13.88,7.86,79.55,0.46,6.71,9.03,4.09
36.75,-5.25,1985,4,5,17.3,10.35,13.31,7.57,78.8,0.51,6.91,9.05,4.81
36.75,-4.75,1985,4,5,17.09,10.45,13.24,7.45,77.51,0.52,7.04,8.85,5.47
36.75,-4.25,1985,4,5,16.6,10.65,13.27,7.41,76.6,0.56,7.06,8.51,5.7
36.75,-3.75,1985,4,5,15.63,10.1,12.71,7.26,76.62,0.72,7.81,9.09,6.33
36.75,-3.25,1985,4,5,15.19,9.71,12.37,6.97,73.9,0.67,8.83,10.18,7.66
36.75,-2.75,1985,4,5,16.69,10.72,13.61,6.86,68.27,0.38,8.89,10.32,7.64
36.75,-2.25,1985,4,5,18.06,12.54,15.23,7.21,66.02,0.13,8.72,10.55,7.03
37.25,-6.75,1985,4,5,16.91,11.5,14.29,8.14,80.75,0.84,7.32,9.93,4.49
37.25,-6.25,1985,4,5,17.23,10.84,13.99,7.84,79.5,0.7,7.11,9.79,4.25
37.25,-5.75,1985,4,5,17.05,9.82,13.23,7.62,80.78,0.83,6.76,9.41,4.0
37.25,-5.25,1985,4,5,16.82,9.15,12.59,7.33,80.21,0.9,6.74,9.25,4.43
37.25,-4.75,1985,4,5,16.38,8.59,11.99,7.03,79.16,0.96,6.65,8.86,4.93
37.25,-4.25,1985,4,5,15.54,7.8,11.2,6.7,78.38,1.07,6.59,8.4,5.33
37.25,-3.75,1985,4,5,14.06,6.36,9.83,6.26,78.0,1.31,7.16,8.68,5.91
37.25,-3.25,1985,4,5,14.0,5.19,9.08,5.74,73.7,1.18,8.02,9.37,6.87
37.25,-2.75,1985,4,5,16.1,5.86,10.39,5.43,65.58,0.72,8.13,9.81,6.59
37.25,-2.25,1985,4,5,18.47,8.14,12.91,5.59,58.7,0.31,7.51,9.81,5.57
37.75,-6.75,1985,4,5,16.15,8.95,12.44,7.6,83.86,2.18,6.74,9.52,3.92
37.75,-6.25,1985,4,5,15.98,8.67,12.09,7.39,82.91,1.67,7.15,9.76,4.54
37.75,-5.75,1985,4,5,16.23,8.58,12.17,7.31,82.01,1.83,7.02,9.59,4.57
37.75,-5.25,1985,4,5,16.22,8.48,12.07,7.18,81.11,1.93,7.06,9.59,4.87
37.75,-4.75,1985,4,5,15.84,8.18,11.67,6.98,80.47,2.01,7.14,9.46,5.3
37.75,-4.25,1985,4,5,15.05,7.51,10.91,6.68,80.02,2.11,7.24,9.2,5.75
37.75,-3.75,1985,4,5,13.87,6.31,9.77,6.29,79.34,2.27,7.51,9.14,6.21
37.75,-3.25,1985,4,5,14.21,5.18,9.18,5.82,75.54,2.06,7.57,8.84,6.5
37.75,-2.75,1985,4,5,14.0,4.21,8.55,5.36,71.74,1.42,8.45,10.11,6.87
37.75,-2.25,1985,4,5,15.74,5.09,9.94,5.11,64.09,0.76,8.4,10.71,6.4
38.25,-6.75,1985,4,5,14.9,8.29,11.48,7.47,86.34,4.18,7.25,9.92,4.66
38.25,-6.25,1985,4,5,14.61,7.84,10.98,7.2,85.19,3.19,7.6,10.05,5.02
38.25,-5.75,1985,4,5,14.97,7.74,11.03,7.06,83.56,3.58,7.45,9.81,5.14
38.25,-5.25,1985,4,5,15.11,7.58,10.97,6.93,82.58,3.84,7.45,9.73,5.37
38.25,-4.75,1985,4,5,15.15,7.31,10.78,6.78,81.86,3.91,7.59,9.7,5.75
38.25,-4.25,1985,4,5,15.1,6.96,10.48,6.61,81.03,3.8,7.81,9.64,6.2
38.25,-3.75,1985,4,5,14.83,6.58,10.19,6.44,79.62,3.61,8.01,9.55,6.58
38.25,-3.25,1985,4,5,14.75,5.85,9.69,6.12,78.03,3.26,8.01,9.24,6.94
38.25,-2.75,1985,4,5,13.44,4.31,8.3,5.64,76.65,2.5,9.2,10.49,8.01
38.25,-2.25,1985,4,5,14.71,4.36,9.0,5.25,69.22,1.52,9.49,11.35,7.76
36.25,-6.75,1985,4,6,17.13,16.16,16.6,10.17,87.66,0.88,7.18,9.83,5.18
36.25,-6.25,1985,4,6,17.47,15.65,16.5,10.07,87.03,0.68,6.86,9.29,4.43
36.25,-5.75,1985,4,6,19.0,13.7,16.19,9.63,84.73,0.57,6.08,8.04,3.36
36.25,-5.25,1985,4,6,19.12,13.8,16.21,9.45,82.75,0.53,5.95,7.74,3.42
36.25,-4.75,1985,4,6,18.59,14.61,16.34,9.46,82.16,0.48,6.0,7.85,3.8
36.25,-4.25,1985,4,6,17.99,15.24,16.37,9.55,82.82,0.37,6.15,8.16,4.15
36.25,-3.75,1985,4,6,17.69,15.18,16.21,9.52,83.34,0.19,6.72,8.7,4.6
36.25,-3.25,1985,4,6,17.65,15.22,16.32,9.57,83.09,0.09,7.39,9.21,5.17
36.25,-2.75,1985,4,6,17.82,15.56,16.61,9.64,82.38,0.03,8.06,9.6,5.94
36.25,-2.25,1985,4,6,17.6,15.92,16.71,9.75,83.09,0.01,8.59,9.69,6.77
36.75,-6.75,1985,4,6,17.39,15.66,16.43,10.04,87.28,1.31,7.3,9.74,5.42
36.75,-6.25,1985,4,6,18.71,14.48,16.41,9.8,85.25,1.19,6.85,8.95,4.23
36.75,-5.75,1985,4,6,19.57,11.94,15.64,9.36,84.78,1.22,6.27,8.01,3.28
36.75,-5.25,1985,4,6,19.58,11.3,15.26,9.06,83.32,1.23,6.19,7.87,3.09
36.75,-4.75,1985,4,6,19.3,11.61,15.2,8.98,82.28,1.13,6.0,7.8,3.04
36.75,-4.25,1985,4,6,18.92,12.13,15.22,9.0,82.0,0.88,5.82,7.8,3.06
36.75,-3.75,1985,4,6,18.26,12.37,14.84,8.88,81.88,0.47,6.42,8.55,3.59
36.75,-3.25,1985,4,6,17.73,11.9,14.46,8.71,81.12,0.22,7.24,9.62,4.01
36.75,-2.75,1985,4,6,19.0,12.59,15.47,8.61,76.46,0.08,7.66,9.91,4.56
36.75,-2.25,1985,4,6,19.95,14.02,16.67,8.78,73.98,0.02,8.06,9.8,5.43
37.25,-6.75,1985,4,6,18.78,13.8,16.06,9.48,83.91,1.59,6.35,8.61,4.08
37.25,-6.25,1985,4,6,19.56,13.33,16.04,9.34,82.78,1.71,6.43,8.48,3.8
37.25,-5.75,1985,4,6,19.7,12.07,15.54,9.22,84.08,2.14,6.25,8.1,3.69
37.25,-5.25,1985,4,6,19.71,10.95,15.06,9.0,83.82,2.3,6.08,7.82,3.43
37.25,-4.75,1985,4,6,19.54,10.13,14.59,8.8,83.3,2.18,5.79,7.5,3.01
37.25,-4.25,1985,4,6,19.03,9.62,13.99,8.57,82.99,1.78,5.6,7.38,2.69
37.25,-3.75,1985,4,6,17.96,9.23,12.94,8.18,82.56,1.11,6.05,8.1,2.97
37.25,-3.25,1985,4,6,17.41,8.07,12.14,7.74,80.66,0.55,6.58,9.45,2.82
37.25,-2.75,1985,4,6,19.14,8.66,13.25,7.46,74.04,0.22,6.72,9.91,2.89
37.25,-2.25,1985,4,6,21.45,10.65,15.33,7.53,67.45,0.05,6.38,9.13,3.15
37.75,-6.75,1985,4,6,18.96,10.85,14.69,8.75,83.29,2.09,5.3,7.65,2.52
37.75,-6.25,1985,4,6,18.58,10.97,14.45,8.7,83.44,2.22,5.81,7.97,3.27
37.75,-5.75,1985,4,6,19.13,11.02,14.61,8.8,83.84,2.91,5.83,7.78,3.56
37.75,-5.25,1985,4,6,19.28,10.85,14.57,8.8,84.09,3.27,5.87,7.62,3.75
37.75,-4.75,1985,4,6,19.07,10.5,14.28,8.72,84.29,3.23,5.9,7.51,3.82
37.75,-4.25,1985,4,6,18.56,9.99,13.68,8.52,84.39,2.79,5.97,7.59,3.75
37.75,-3.75,1985,4,6,17.77,9.37,12.76,8.18,84.19,1.98,6.21,8.11,3.51
37.75,-3.25,1985,4,6,17.28,8.1,11.94,7.79,82.99,1.13,6.19,8.56,2.8
37.75,-2.75,1985,4,6,16.77,7.32,11.4,7.34,80.31,0.51,6.93,10.07,3.0
37.75,-2.25,1985,4,6,18.51,8.09,12.62,7.1,73.49,0.15,6.8,10.07,3.0
38.25,-6.75,1985,4,6,18.02,9.38,13.48,8.42,85.51,2.69,5.16,7.56,2.49
38.25,-6.25,1985,4,6,17.58,8.98,13.11,8.3,85.44,2.63,5.51,7.62,3.18
38.25,-5.75,1985,4,6,17.94,9.08,13.2,8.33,85.16,3.2,5.5,7.32,3.41
38.25,-5.25,1985,4,6,18.04,9.32,13.21,8.33,85.21,3.59,5.6,7.19,3.79
38.25,-4.75,1985,4,6,17.96,9.45,13.11,8.31,85.23,3.63,5.8,7.3,4.23
38.25,-4.25,1985,4,6,17.74,9.44,12.92,8.23,84.96,3.24,6.04,7.66,4.45
38.25,-3.75,1985,4,6,17.42,9.49,12.72,8.09,84.16,2.52,6.21,8.19,4.02
38.25,-3.25,1985,4,6,16.72,8.8,12.03,7.87,84.48,1.68,6.27,8.24,3.34
38.25,-2.75,1985,4,6,15.19,7.6,10.83,7.41,83.64,0.88,7.49,9.81,3.83
38.25,-2.25,1985,4,6,16.49,7.7,11.46,7.02,77.29,0.31,7.72,10.39,3.62
36.25,-6.75,1985,4,7,17.39,16.62,17.03,10.21,85.41,0.02,4.58,5.68,3.04
36.25,-6.25,1985,4,7,18.29,15.78,16.86,9.92,83.78,0.01,3.91,5.16,2.13
36.25,-5.75,1985,4,7,20.24,13.48,16.33,9.31,81.51,0.01,3.32,5.21,1.89
36.25,-5.25,1985,4,7,20.24,13.27,16.23,9.08,80.26,0.02,3.05,4.96,1.68
36.25,-4.75,1985,4,7,19.26,13.93,16.28,9.13,80.24,0.02,2.9,4.6,1.61
36.25,-4.25,1985,4,7,18.15,14.59,16.3,9.25,80.65,0.02,2.97,4.45,1.81
36.25,-3.75,1985,4,7,17.66,14.64,16.2,9.12,79.75,0.01,3.66,5.0,2.4
36.25,-3.25,1985,4,7,17.8,15.09,16.53,9.05,77.72,0.0,4.49,6.23,2.82
36.25,-2.75,1985,4,7,18.04,15.6,16.88,9.2,77.5,0.0,5.38,7.22,3.7
36.25,-2.25,1985,4,7,17.84,16.01,16.95,9.49,79.8,0.0,6.09,7.9,4.54
36.75,-6.75,1985,4,7,17.81,15.65,16.68,9.96,85.06,0.09,5.5,6.99,4.02
36.75,-6.25,1985,4,7,19.53,14.22,16.48,9.4,81.44,0.03,4.74,6.88,2.84
36.75,-5.75,1985,4,7,21.02,11.61,15.53,8.62,79.21,0.02,4.19,6.92,2.32
36.75,-5.25,1985,4,7,21.39,10.74,15.11,8.07,76.71,0.02,3.94,6.85,2.02
36.75,-4.75,1985,4,7,20.91,10.76,15.04,7.87,74.87,0.03,3.61,6.23,1.84
36.75,-4.25,1985,4,7,19.97,10.89,15.01,7.84,73.66,0.02,3.4,5.46,1.89
36.75,-3.75,1985,4,7,19.08,10.39,14.62,7.6,72.03,0.01,4.03,5.81,2.51
36.75,-3.25,1985,4,7,18.88,10.12,14.71,7.23,67.63,0.0,4.82,7.17,2.91
36.75,-2.75,1985,4,7,20.31,11.03,15.85,7.29,64.9,0.0,5.37,8.07,3.52
36.75,-2.25,1985,4,7,21.04,12.81,17.0,7.82,66.22,0.0,5.89,8.64,4.11
37.25,-6.75,1985,4,7,19.32,12.89,16.03,9.29,82.53,0.26,5.71,8.15,3.64
37.25,-6.25,1985,4,7,20.46,12.32,15.91,8.85,79.41,0.11,5.33,8.27,3.04
37.25,-5.75,1985,4,7,20.97,11.23,15.27,8.44,79.13,0.04,4.94,8.09,2.71
37.25,-5.25,1985,4,7,21.49,9.98,14.69,7.91,77.36,0.02,4.51,7.88,2.24
37.25,-4.75,1985,4,7,21.56,9.05,14.19,7.47,75.32,0.01,4.04,7.45,1.77
37.25,-4.25,1985,4,7,21.01,8.22,13.56,7.08,73.28,0.01,3.8,7.09,1.58
37.25,-3.75,1985,4,7,19.88,6.58,12.43,6.47,70.53,0.0,4.33,7.59,2.15
37.25,-3.25,1985,4,7,19.59,4.65,11.98,5.81,64.86,0.0,4.84,8.38,2.51
37.25,-2.75,1985,4,7,21.91,5.6,13.41,5.66,59.93,0.0,5.13,8.92,2.67
37.25,-2.25,1985,4,7,24.17,8.24,15.71,6.07,57.18,0.0,5.1,8.78,2.71
37.75,-6.75,1985,4,7,19.9,9.72,14.73,8.64,82.38,0.92,5.83,8.79,3.11
37.75,-6.25,1985,4,7,19.98,9.94,14.57,8.3,80.03,0.43,5.89,8.93,3.17
37.75,-5.75,1985,4,7,20.5,10.31,14.64,8.15,79.13,0.18,5.59,8.68,3.03
37.75,-5.25,1985,4,7,20.96,9.97,14.48,7.92,78.14,0.07,5.28,8.41,2.99
37.75,-4.75,1985,4,7,21.07,9.42,14.09,7.62,77.06,0.04,5.0,8.15,2.88
37.75,-4.25,1985,4,7,20.73,8.63,13.43,7.24,75.76,0.02,4.84,8.06,2.71
37.75,-3.75,1985,4,7,20.01,6.98,12.33,6.68,73.94,0.01,4.98,8.37,2.73
