-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2003 through 04/04/2004 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2003,4,5,15.96,14.0,14.88,7.24,69.54,0.0,11.4,12.67,9.59
36.25,-6.25,2003,4,5,16.25,12.55,14.18,6.9,69.84,0.0,10.54,12.43,8.77
36.25,-5.75,2003,4,5,15.94,11.01,13.15,6.46,69.22,0.0,9.16,11.6,7.25
36.25,-5.25,2003,4,5,15.18,11.28,13.02,6.46,69.55,0.0,8.9,11.13,7.18
36.25,-4.75,2003,4,5,14.72,12.2,13.38,6.64,69.84,0.0,9.09,10.9,7.62
36.25,-4.25,2003,4,5,14.74,12.95,13.8,6.79,69.57,0.0,9.2,10.67,7.96
36.25,-3.75,2003,4,5,14.78,13.07,13.87,6.74,68.72,0.0,8.87,10.11,7.98
36.25,-3.25,2003,4,5,14.82,13.07,13.88,6.7,68.17,0.0,8.74,9.79,7.92
36.25,-2.75,2003,4,5,14.77,13.3,13.99,6.81,69.06,0.0,8.56,9.4,7.63
36.25,-2.25,2003,4,5,14.77,13.74,14.21,6.95,69.62,0.0,8.31,9.04,7.24
36.75,-6.75,2003,4,5,17.36,11.99,14.4,6.93,69.58,0.0,8.61,10.02,6.99
36.75,-6.25,2003,4,5,18.21,9.08,13.24,6.35,70.16,0.0,7.14,9.5,5.29
36.75,-5.75,2003,4,5,17.41,6.98,11.76,5.83,69.98,0.0,6.53,9.35,4.48
36.75,-5.25,2003,4,5,16.29,6.53,11.07,5.73,70.86,0.0,6.31,9.09,4.48
36.75,-4.75,2003,4,5,15.65,7.08,11.07,5.79,70.81,0.0,6.16,8.54,4.69
36.75,-4.25,2003,4,5,15.56,7.75,11.37,5.79,68.84,0.0,5.95,7.84,4.81
36.75,-3.75,2003,4,5,15.33,7.48,11.23,5.52,64.94,0.0,5.82,7.44,4.89
36.75,-3.25,2003,4,5,14.5,6.62,10.34,5.33,65.64,0.0,6.32,7.67,5.27
36.75,-2.75,2003,4,5,14.12,7.31,10.52,5.61,69.09,0.0,6.47,7.75,5.09
36.75,-2.25,2003,4,5,14.4,9.34,11.75,6.06,70.11,0.0,6.4,7.64,4.72
37.25,-6.75,2003,4,5,19.34,7.93,13.18,6.07,67.78,0.0,5.54,7.35,4.06
37.25,-6.25,2003,4,5,19.72,5.83,12.29,5.68,68.41,0.0,4.54,6.69,2.85
37.25,-5.75,2003,4,5,19.11,4.67,11.53,5.48,68.83,0.0,4.22,6.43,2.65
37.25,-5.25,2003,4,5,18.4,3.9,10.85,5.29,68.75,0.0,3.84,5.97,2.42
37.25,-4.75,2003,4,5,17.82,3.51,10.38,5.05,67.04,0.0,3.38,5.25,2.07
37.25,-4.25,2003,4,5,17.21,2.98,9.87,4.71,63.34,0.0,3.03,4.58,1.77
37.25,-3.75,2003,4,5,16.05,1.31,8.74,4.15,58.06,0.0,3.14,4.64,1.92
37.25,-3.25,2003,4,5,14.44,-0.4,6.82,3.96,62.16,0.0,3.81,5.33,2.7
37.25,-2.75,2003,4,5,13.81,0.19,6.59,4.25,68.18,0.0,4.01,5.81,2.26
37.25,-2.25,2003,4,5,14.23,2.77,8.18,4.8,69.82,0.0,4.08,6.01,1.76
37.75,-6.75,2003,4,5,19.77,4.25,11.55,5.08,63.54,0.0,3.98,5.56,2.6
37.75,-6.25,2003,4,5,19.22,3.43,10.95,4.91,63.81,0.0,3.8,5.4,2.43
37.75,-5.75,2003,4,5,19.3,3.15,10.98,4.94,64.04,0.0,3.42,4.83,2.23
37.75,-5.25,2003,4,5,19.26,2.98,10.93,4.82,62.93,0.0,3.02,4.34,1.82
37.75,-4.75,2003,4,5,19.02,2.69,10.73,4.57,60.47,0.0,2.67,3.92,1.38
37.75,-4.25,2003,4,5,18.39,1.9,10.15,4.24,57.44,0.0,2.51,3.66,1.21
37.75,-3.75,2003,4,5,17.04,0.03,8.8,3.85,55.47,0.0,2.75,3.71,1.74
37.75,-3.25,2003,4,5,16.23,-1.2,7.33,3.7,58.79,0.0,3.04,4.39,2.09
37.75,-2.75,2003,4,5,14.6,-2.13,5.68,3.66,64.35,0.0,3.22,4.94,1.64
37.75,-2.25,2003,4,5,14.0,-1.15,5.99,3.91,66.46,0.0,3.17,5.04,0.99
38.25,-6.75,2003,4,5,19.26,2.9,10.79,4.81,61.56,0.0,3.77,4.79,2.51
38.25,-6.25,2003,4,5,18.66,2.03,10.16,4.52,60.66,0.0,3.81,4.88,2.5
38.25,-5.75,2003,4,5,18.84,1.75,10.12,4.39,59.58,0.0,3.6,4.62,2.46
38.25,-5.25,2003,4,5,18.9,1.64,10.07,4.25,58.36,0.0,3.5,4.6,2.32
38.25,-4.75,2003,4,5,18.7,1.49,9.89,4.11,57.14,0.0,3.53,4.8,2.25
38.25,-4.25,2003,4,5,18.19,1.1,9.51,3.99,56.44,0.0,3.56,4.84,2.33
38.25,-3.75,2003,4,5,17.36,0.31,8.85,3.94,57.06,0.0,3.33,4.01,2.61
38.25,-3.25,2003,4,5,17.21,-0.17,8.25,3.74,56.59,0.0,3.3,4.35,2.55
38.25,-2.75,2003,4,5,15.43,-1.93,6.36,3.47,59.24,0.0,3.41,4.73,2.25
38.25,-2.25,2003,4,5,14.57,-1.83,6.05,3.53,61.23,0.0,3.05,4.36,1.58
36.25,-6.75,2003,4,6,16.9,14.28,15.59,7.86,71.99,0.0,9.44,12.04,4.68
36.25,-6.25,2003,4,6,17.33,12.96,15.02,7.45,71.19,0.0,8.86,11.12,4.81
36.25,-5.75,2003,4,6,17.28,11.36,14.01,6.96,70.76,0.0,7.72,10.41,4.09
36.25,-5.25,2003,4,6,16.39,11.78,13.92,7.04,71.37,0.0,7.02,9.81,2.96
36.25,-4.75,2003,4,6,15.78,12.72,14.27,7.33,72.39,0.0,6.53,9.36,2.06
36.25,-4.25,2003,4,6,15.8,13.33,14.66,7.56,72.96,0.0,6.01,8.98,1.38
36.25,-3.75,2003,4,6,15.92,13.42,14.74,7.51,71.94,0.0,5.19,8.44,0.33
36.25,-3.25,2003,4,6,16.14,13.44,14.83,7.39,70.49,0.0,4.74,7.98,0.89
36.25,-2.75,2003,4,6,16.03,13.65,14.91,7.3,69.56,0.0,4.5,7.5,1.51
36.25,-2.25,2003,4,6,15.88,14.02,14.99,7.23,68.86,0.0,4.26,7.09,1.66
36.75,-6.75,2003,4,6,18.51,12.23,15.46,7.51,70.23,0.0,6.88,9.91,2.02
36.75,-6.25,2003,4,6,19.92,9.48,14.63,6.81,68.53,0.0,5.75,8.61,2.18
36.75,-5.75,2003,4,6,19.56,7.68,13.28,6.24,68.23,0.0,5.35,8.52,2.2
36.75,-5.25,2003,4,6,18.45,7.39,12.76,6.21,68.59,0.0,4.93,8.01,1.44
36.75,-4.75,2003,4,6,17.65,7.81,12.86,6.36,68.81,0.0,4.33,7.09,0.73
36.75,-4.25,2003,4,6,17.48,8.23,13.16,6.4,67.89,0.0,3.68,6.07,0.4
36.75,-3.75,2003,4,6,17.46,7.98,13.03,6.13,64.56,0.0,3.35,5.56,0.25
36.75,-3.25,2003,4,6,17.33,7.51,12.58,5.87,63.04,0.0,3.35,5.5,0.9
36.75,-2.75,2003,4,6,17.58,8.21,12.99,5.91,62.99,0.0,3.45,5.17,1.85
36.75,-2.25,2003,4,6,17.6,9.76,13.81,6.21,64.01,0.0,3.66,5.38,2.03
37.25,-6.75,2003,4,6,21.16,8.36,14.88,6.65,66.46,0.0,4.6,7.64,0.57
