-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/1983 through 04/04/1984 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,1983,4,5,16.29,13.48,14.88,8.09,78.14,0.0,6.2,8.48,2.91
36.25,-6.25,1983,4,5,16.38,11.8,14.44,7.84,78.09,0.0,5.44,6.97,3.73
36.25,-5.75,1983,4,5,18.56,9.43,13.9,7.23,75.17,0.0,4.41,6.27,3.06
36.25,-5.25,1983,4,5,18.89,9.94,14.16,7.21,73.86,0.0,4.67,6.34,3.45
36.25,-4.75,1983,4,5,18.39,11.49,14.68,7.44,73.31,0.0,5.51,7.15,4.23
36.25,-4.25,1983,4,5,17.73,12.83,15.09,7.67,72.97,0.0,6.47,8.23,5.12
36.25,-3.75,1983,4,5,17.2,13.29,15.16,7.72,72.62,0.0,7.32,8.71,6.21
36.25,-3.25,1983,4,5,17.08,13.91,15.49,7.82,71.85,0.0,7.88,9.76,6.56
36.25,-2.75,1983,4,5,17.02,14.46,15.75,8.06,73.01,0.0,8.05,10.13,6.39
36.25,-2.25,1983,4,5,16.67,14.94,15.82,8.42,76.06,0.0,8.02,10.19,6.2
36.75,-6.75,1983,4,5,17.33,11.56,14.48,7.6,75.94,0.0,5.96,8.39,2.98
36.75,-6.25,1983,4,5,19.14,8.78,14.1,7.02,73.22,0.0,4.95,6.78,3.55
36.75,-5.75,1983,4,5,20.64,6.17,13.11,6.36,71.37,0.0,4.13,6.6,2.53
36.75,-5.25,1983,4,5,20.43,5.88,12.72,6.14,70.44,0.0,4.29,6.49,2.81
36.75,-4.75,1983,4,5,19.56,6.82,12.79,6.16,69.42,0.0,4.7,6.49,3.34
36.75,-4.25,1983,4,5,18.59,7.94,12.98,6.24,68.04,0.0,5.06,6.68,3.73
36.75,-3.75,1983,4,5,17.59,8.19,12.8,6.16,66.69,0.0,5.54,7.12,4.25
36.75,-3.25,1983,4,5,17.67,9.04,13.15,6.12,63.24,0.0,5.56,7.63,3.96
36.75,-2.75,1983,4,5,18.41,9.93,14.09,6.32,61.85,0.0,5.13,7.34,3.45
36.75,-2.25,1983,4,5,18.65,11.51,15.17,6.86,63.65,0.0,5.14,7.47,3.31
37.25,-6.75,1983,4,5,20.43,8.73,14.31,6.45,67.5,0.0,5.11,7.04,3.18
37.25,-6.25,1983,4,5,21.96,6.94,14.15,5.98,64.62,0.0,4.48,6.46,3.2
37.25,-5.75,1983,4,5,22.15,5.79,13.49,5.71,64.97,0.0,3.89,6.28,2.38
37.25,-5.25,1983,4,5,21.57,4.94,12.71,5.5,65.21,0.0,3.81,6.2,2.14
37.25,-4.75,1983,4,5,20.5,4.45,11.91,5.33,65.3,0.0,3.91,6.13,2.16
37.25,-4.25,1983,4,5,19.07,4.07,11.04,5.17,65.35,0.0,4.05,6.2,2.25
37.25,-3.75,1983,4,5,17.34,3.3,9.87,4.97,65.62,0.0,4.27,6.76,2.36
37.25,-3.25,1983,4,5,17.24,3.5,9.62,4.83,63.02,0.0,4.26,6.47,2.67
37.25,-2.75,1983,4,5,18.27,4.22,10.7,4.79,59.08,0.0,4.22,6.35,2.71
37.25,-2.25,1983,4,5,19.74,6.46,12.88,5.1,55.38,0.0,4.29,6.52,2.52
37.75,-6.75,1983,4,5,21.41,6.99,13.35,5.63,63.82,0.0,4.87,6.25,3.66
37.75,-6.25,1983,4,5,21.27,6.55,13.04,5.43,62.72,0.0,4.89,6.4,3.54
37.75,-5.75,1983,4,5,21.61,6.24,13.05,5.36,62.42,0.0,4.48,6.17,3.16
37.75,-5.25,1983,4,5,21.45,5.73,12.77,5.29,62.51,0.0,4.16,6.02,2.86
37.75,-4.75,1983,4,5,20.81,5.0,12.15,5.18,63.0,0.0,3.89,5.98,2.47
37.75,-4.25,1983,4,5,19.75,4.02,11.17,5.03,63.98,0.0,3.67,6.06,2.05
37.75,-3.75,1983,4,5,18.35,2.75,9.87,4.88,65.62,0.0,3.6,6.22,1.86
37.75,-3.25,1983,4,5,17.57,2.08,9.04,4.76,66.12,0.0,3.76,5.96,2.26
37.75,-2.75,1983,4,5,16.6,2.04,8.44,4.53,64.64,0.0,4.58,6.6,2.92
37.75,-2.25,1983,4,5,17.94,3.62,10.04,4.44,58.19,0.0,5.05,7.24,3.01
38.25,-6.75,1983,4,5,19.97,6.69,12.29,5.63,66.76,0.0,4.64,6.53,3.48
38.25,-6.25,1983,4,5,19.36,6.46,11.78,5.43,66.03,0.0,4.99,6.61,3.75
38.25,-5.75,1983,4,5,19.58,6.32,11.81,5.33,64.98,0.0,4.96,6.46,3.74
38.25,-5.25,1983,4,5,19.7,6.0,11.77,5.24,64.21,0.0,4.75,6.31,3.66
38.25,-4.75,1983,4,5,19.75,5.45,11.56,5.11,63.75,0.0,4.42,6.27,3.38
38.25,-4.25,1983,4,5,19.7,4.67,11.13,4.99,63.79,0.0,4.03,6.27,2.97
38.25,-3.75,1983,4,5,19.44,3.66,10.54,4.91,64.69,0.0,3.7,6.08,2.64
38.25,-3.25,1983,4,5,18.44,2.48,9.5,4.82,66.46,0.0,3.54,5.67,2.19
38.25,-2.75,1983,4,5,16.61,2.06,8.13,4.59,66.98,0.0,4.41,6.05,2.83
38.25,-2.25,1983,4,5,17.18,3.01,8.99,4.39,61.19,0.0,5.28,6.98,3.31
36.25,-6.75,1983,4,6,16.53,14.02,15.19,8.07,76.36,0.0,6.32,8.36,4.58
36.25,-6.25,1983,4,6,16.34,12.44,14.64,7.75,76.19,0.0,5.68,6.98,4.63
36.25,-5.75,1983,4,6,18.01,9.8,13.9,7.12,74.06,0.0,4.78,6.53,3.46
36.25,-5.25,1983,4,6,18.33,10.19,14.15,7.14,73.06,0.0,5.06,6.62,3.91
36.25,-4.75,1983,4,6,17.98,11.69,14.72,7.47,73.24,0.0,5.84,7.35,4.76
36.25,-4.25,1983,4,6,17.46,13.06,15.18,7.81,73.87,0.0,6.65,8.26,5.45
36.25,-3.75,1983,4,6,17.1,13.78,15.35,7.93,73.47,0.0,7.23,8.43,6.13
36.25,-3.25,1983,4,6,17.19,14.32,15.71,8.01,72.62,0.0,7.62,9.31,6.15
36.25,-2.75,1983,4,6,17.23,14.8,16.01,8.28,73.87,0.0,7.68,9.84,5.7
36.25,-2.25,1983,4,6,16.95,15.18,16.06,8.67,77.21,0.0,7.59,10.13,5.32
36.75,-6.75,1983,4,6,17.38,11.99,14.75,7.48,73.51,0.0,5.7,7.71,4.06
36.75,-6.25,1983,4,6,18.73,9.31,14.28,6.77,70.06,0.0,4.9,6.2,3.57
36.75,-5.75,1983,4,6,19.88,6.83,13.15,6.12,68.84,0.0,4.18,6.25,2.48
36.75,-5.25,1983,4,6,19.71,6.43,12.74,6.01,68.68,0.0,4.35,6.2,2.85
36.75,-4.75,1983,4,6,19.04,7.19,12.87,6.14,68.38,0.0,4.77,6.26,3.54
36.75,-4.25,1983,4,6,18.26,8.24,13.14,6.28,67.32,0.0,5.14,6.49,3.99
36.75,-3.75,1983,4,6,17.4,8.81,13.04,6.26,65.5,0.0,5.51,6.79,4.25
36.75,-3.25,1983,4,6,17.6,9.16,13.38,6.16,62.15,0.0,5.47,7.44,3.78
36.75,-2.75,1983,4,6,18.59,10.44,14.54,6.34,60.02,0.0,5.02,7.23,3.23
36.75,-2.25,1983,4,6,19.17,12.22,15.76,6.86,61.38,0.0,4.89,7.35,3.03
37.25,-6.75,1983,4,6,19.98,8.88,14.31,6.26,65.44,0.0,4.8,6.4,3.49
37.25,-6.25,1983,4,6,21.33,7.33,14.17,5.77,62.06,0.0,4.31,5.7,3.01
37.25,-5.75,1983,4,6,21.39,6.43,13.51,5.57,62.81,0.0,3.78,5.53,2.12
37.25,-5.25,1983,4,6,20.86,5.62,12.75,5.45,63.92,0.0,3.74,5.57,1.98
37.25,-4.75,1983,4,6,19.92,5.03,12.02,5.35,64.54,0.0,3.87,5.71,2.07
37.25,-4.25,1983,4,6,18.64,4.48,11.21,5.24,64.63,0.0,4.03,5.92,2.14
37.25,-3.75,1983,4,6,17.0,3.47,10.01,5.1,64.91,0.0,4.25,6.32,2.27
37.25,-3.25,1983,4,6,17.01,2.95,9.74,4.88,62.23,0.0,4.29,6.43,2.54
37.25,-2.75,1983,4,6,18.37,4.41,11.09,4.8,57.04,0.0,4.33,6.49,2.86
37.25,-2.25,1983,4,6,20.22,7.36,13.54,5.07,52.24,0.0,4.36,6.44,2.91
37.75,-6.75,1983,4,6,20.76,6.75,13.13,5.49,62.82,0.0,4.54,5.93,3.24
