-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2007 through 04/01/2008 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2007,4,5,15.88,13.75,14.74,7.62,73.77,0.63,8.65,9.93,6.09
36.25,-6.25,2007,4,5,15.31,12.45,14.12,7.48,75.09,0.81,7.93,9.38,4.55
36.25,-5.75,2007,4,5,15.24,10.34,13.0,7.18,77.29,1.41,6.77,8.94,3.24
36.25,-5.25,2007,4,5,15.27,10.71,12.97,7.22,77.62,1.76,6.89,9.06,3.43
36.25,-4.75,2007,4,5,15.34,11.85,13.48,7.42,77.09,2.25,7.54,9.42,4.43
36.25,-4.25,2007,4,5,15.35,12.7,14.03,7.64,76.71,3.17,8.22,9.87,5.63
36.25,-3.75,2007,4,5,15.11,12.87,14.1,7.78,77.44,4.76,8.63,10.41,6.5
36.25,-3.25,2007,4,5,15.05,13.36,14.3,7.88,77.41,7.04,8.71,10.63,6.54
36.25,-2.75,2007,4,5,15.13,13.89,14.57,8.09,78.31,8.25,8.45,10.44,6.31
36.25,-2.25,2007,4,5,15.35,14.02,14.77,8.29,79.58,8.29,7.56,9.94,5.01
36.75,-6.75,2007,4,5,16.16,11.78,13.9,6.96,71.47,0.36,7.63,9.35,5.0
36.75,-6.25,2007,4,5,16.11,9.1,12.97,6.62,72.72,0.54,6.23,7.92,3.5
36.75,-5.75,2007,4,5,15.03,6.67,11.2,6.3,76.64,0.85,5.13,7.18,2.21
36.75,-5.25,2007,4,5,14.43,6.42,10.5,6.21,77.98,1.14,5.17,7.26,2.23
36.75,-4.75,2007,4,5,14.29,7.31,10.59,6.29,77.89,1.57,5.37,7.24,2.73
36.75,-4.25,2007,4,5,14.25,8.33,10.95,6.46,77.54,2.37,5.42,6.99,3.19
36.75,-3.75,2007,4,5,13.51,8.51,10.79,6.56,78.09,3.87,5.66,7.19,3.38
36.75,-3.25,2007,4,5,13.31,8.87,10.83,6.49,75.77,7.29,5.96,7.79,3.14
36.75,-2.75,2007,4,5,13.66,9.69,11.58,6.8,76.29,9.79,5.52,7.54,3.01
36.75,-2.25,2007,4,5,14.02,10.74,12.44,7.26,78.68,10.36,4.74,7.19,2.05
37.25,-6.75,2007,4,5,16.95,8.33,12.4,5.94,68.18,0.25,5.93,7.43,3.87
37.25,-6.25,2007,4,5,16.75,6.96,11.77,5.77,69.28,0.59,4.74,6.03,3.02
37.25,-5.75,2007,4,5,15.18,5.63,10.57,5.82,74.11,1.1,3.84,5.08,2.21
37.25,-5.25,2007,4,5,14.1,4.7,9.59,5.76,77.06,1.43,3.63,5.1,2.01
37.25,-4.75,2007,4,5,13.46,4.38,8.91,5.69,78.66,1.79,3.54,5.12,1.97
37.25,-4.25,2007,4,5,12.89,4.41,8.34,5.65,79.51,2.5,3.45,5.02,1.86
37.25,-3.75,2007,4,5,11.71,4.08,7.42,5.52,80.28,3.95,3.62,5.51,1.61
37.25,-3.25,2007,4,5,11.66,4.18,7.19,5.3,76.83,6.55,3.91,6.21,0.85
37.25,-2.75,2007,4,5,12.08,4.94,7.84,5.56,77.54,8.64,3.4,5.79,0.92
37.25,-2.25,2007,4,5,12.39,6.36,8.96,6.0,79.41,9.21,3.1,5.48,0.89
37.75,-6.75,2007,4,5,16.11,4.98,10.41,5.16,67.66,0.26,4.98,6.2,3.43
37.75,-6.25,2007,4,5,15.17,4.78,9.94,5.19,68.91,0.73,4.48,5.41,3.55
37.75,-5.75,2007,4,5,14.58,4.71,9.76,5.31,70.86,1.73,3.79,4.83,2.73
37.75,-5.25,2007,4,5,14.02,4.54,9.45,5.34,72.38,2.39,3.39,4.59,2.26
37.75,-4.75,2007,4,5,13.5,4.21,8.97,5.34,74.08,3.1,3.13,4.47,1.93
37.75,-4.25,2007,4,5,12.97,3.8,8.29,5.32,76.12,4.15,2.95,4.36,1.65
