-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2022 through 04/04/2023 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2022,4,5,15.97,14.15,15.15,8.57,80.18,6.83,8.8,12.97,5.96
36.25,-6.25,2022,4,5,16.56,13.23,14.69,8.3,80.41,10.25,7.66,11.35,5.7
36.25,-5.75,2022,4,5,16.78,11.58,13.75,7.91,80.91,15.6,5.82,9.7,3.46
36.25,-5.25,2022,4,5,15.62,11.31,13.24,7.87,82.64,18.92,5.7,10.11,3.17
36.25,-4.75,2022,4,5,14.72,11.81,13.2,7.9,83.09,20.03,6.4,11.38,3.66
36.25,-4.25,2022,4,5,14.55,12.42,13.42,7.85,81.6,19.29,7.21,12.7,4.15
36.25,-3.75,2022,4,5,14.46,12.37,13.36,7.63,79.38,17.64,7.55,13.71,4.25
36.25,-3.25,2022,4,5,14.34,12.16,13.25,7.51,78.53,15.27,8.51,15.05,4.09
36.25,-2.75,2022,4,5,14.29,12.32,13.28,7.64,80.02,14.15,9.53,15.5,4.59
36.25,-2.25,2022,4,5,14.3,12.87,13.53,7.92,82.02,12.07,10.27,15.37,4.94
36.75,-6.75,2022,4,5,15.99,11.93,13.99,7.96,80.3,6.13,8.09,11.74,5.18
36.75,-6.25,2022,4,5,16.67,10.72,13.26,7.45,79.25,8.12,6.29,8.82,3.57
36.75,-5.75,2022,4,5,15.93,8.88,11.78,6.93,80.32,11.1,4.75,7.07,2.21
36.75,-5.25,2022,4,5,14.22,8.08,10.65,6.73,82.62,14.98,4.1,6.59,1.72
36.75,-4.75,2022,4,5,13.03,8.23,10.28,6.67,82.87,18.43,3.98,6.96,1.6
36.75,-4.25,2022,4,5,12.6,8.68,10.43,6.59,80.52,19.94,4.27,8.1,1.68
36.75,-3.75,2022,4,5,11.94,8.19,10.13,6.32,77.72,17.87,5.04,10.23,2.09
36.75,-3.25,2022,4,5,12.06,7.0,9.57,6.15,77.32,15.46,6.35,12.48,1.76
36.75,-2.75,2022,4,5,12.18,7.31,9.56,6.3,80.41,14.27,7.72,13.21,2.63
36.75,-2.25,2022,4,5,12.85,8.94,10.62,6.79,82.71,12.65,9.08,13.58,4.08
37.25,-6.75,2022,4,5,14.84,8.11,11.0,6.76,82.1,7.38,6.95,9.62,4.0
37.25,-6.25,2022,4,5,14.83,7.6,10.39,6.44,81.75,7.46,5.63,7.73,3.19
