-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/1987 through 04/04/1988 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,1987,4,5,17.02,15.45,16.4,10.22,88.49,7.24,6.34,8.86,4.02
36.25,-6.25,1987,4,5,17.33,14.97,16.15,10.1,88.72,5.4,6.07,8.07,3.5
36.25,-5.75,1987,4,5,17.98,13.73,15.6,9.64,87.22,3.22,5.14,7.03,2.54
36.25,-5.25,1987,4,5,17.9,13.54,15.58,9.45,85.44,2.18,4.2,5.76,1.85
36.25,-4.75,1987,4,5,17.39,14.03,15.72,9.5,85.19,1.56,3.27,4.53,1.37
36.25,-4.25,1987,4,5,16.79,14.62,15.76,9.64,86.41,0.94,2.59,3.63,1.27
36.25,-3.75,1987,4,5,16.42,14.5,15.59,9.64,87.19,0.27,2.62,3.38,2.01
36.25,-3.25,1987,4,5,16.57,14.45,15.72,9.62,86.26,0.12,3.12,4.21,2.07
36.25,-2.75,1987,4,5,16.86,14.83,16.02,9.7,85.56,0.04,3.81,5.34,2.26
36.25,-2.25,1987,4,5,16.97,15.33,16.26,9.75,85.1,0.01,4.32,6.06,2.54
36.75,-6.75,1987,4,5,16.99,14.55,15.89,9.8,87.64,7.07,6.13,8.28,3.69
36.75,-6.25,1987,4,5,17.97,13.81,15.67,9.58,86.84,6.39,5.88,8.01,3.47
36.75,-5.75,1987,4,5,17.97,12.15,14.61,9.07,86.89,4.21,5.38,7.96,2.63
36.75,-5.25,1987,4,5,17.65,11.26,14.08,8.74,85.84,3.09,5.03,7.54,2.06
36.75,-4.75,1987,4,5,17.14,11.18,13.97,8.65,85.14,2.45,4.49,6.68,1.6
36.75,-4.25,1987,4,5,16.49,11.44,13.94,8.7,85.36,1.84,3.92,5.81,1.4
36.75,-3.75,1987,4,5,15.65,11.14,13.43,8.61,86.16,0.93,3.97,5.8,1.9
36.75,-3.25,1987,4,5,15.29,10.53,13.04,8.41,84.96,0.36,4.59,6.71,2.55
36.75,-2.75,1987,4,5,16.52,10.71,13.81,8.44,82.35,0.11,4.96,7.26,2.83
36.75,-2.25,1987,4,5,17.73,12.02,15.05,8.74,80.92,0.03,5.29,7.56,3.09
37.25,-6.75,1987,4,5,17.36,12.21,14.61,9.0,86.71,6.12,5.41,7.59,3.05
37.25,-6.25,1987,4,5,18.07,11.83,14.54,8.88,86.06,6.82,5.49,8.35,3.01
37.25,-5.75,1987,4,5,18.16,11.22,14.11,8.66,85.91,5.76,5.48,8.55,2.77
37.25,-5.25,1987,4,5,18.05,10.45,13.59,8.35,85.07,5.06,5.31,8.45,2.47
37.25,-4.75,1987,4,5,17.56,9.74,13.03,8.08,84.49,4.54,5.04,8.1,2.07
37.25,-4.25,1987,4,5,16.63,9.04,12.29,7.86,84.64,3.81,4.87,7.79,1.74
37.25,-3.75,1987,4,5,15.26,7.96,11.09,7.54,85.44,2.31,5.21,8.03,1.81
37.25,-3.25,1987,4,5,14.66,6.28,10.2,7.1,83.51,0.99,5.36,8.38,2.46
37.25,-2.75,1987,4,5,16.44,6.06,10.98,6.97,79.49,0.39,5.02,8.21,2.45
37.25,-2.25,1987,4,5,18.72,7.73,12.93,7.34,76.19,0.16,4.76,7.66,2.47
37.75,-6.75,1987,4,5,16.83,9.63,12.77,8.14,86.76,5.79,4.84,7.22,2.68
37.75,-6.25,1987,4,5,16.84,9.44,12.62,8.09,86.94,6.55,5.22,8.03,2.72
37.75,-5.75,1987,4,5,17.61,9.72,12.99,8.14,85.81,6.7,5.34,8.35,2.75
37.75,-5.25,1987,4,5,18.02,9.8,13.11,8.09,84.93,6.78,5.46,8.54,2.79
37.75,-4.75,1987,4,5,17.92,9.53,12.85,7.97,84.58,6.62,5.58,8.68,2.76
37.75,-4.25,1987,4,5,17.34,8.84,12.19,7.76,84.64,5.89,5.73,8.82,2.65
37.75,-3.75,1987,4,5,16.46,7.65,11.17,7.42,84.59,4.03,5.92,9.05,2.54
37.75,-3.25,1987,4,5,16.02,5.9,10.35,7.0,82.99,2.13,5.2,8.62,2.38
37.75,-2.75,1987,4,5,15.87,4.95,9.69,6.64,81.26,1.08,5.1,8.68,2.45
37.75,-2.25,1987,4,5,17.59,5.38,10.72,6.6,77.36,0.55,4.79,8.06,2.38
38.25,-6.75,1987,4,5,16.25,8.63,11.95,7.61,85.36,5.09,5.01,7.37,2.84
38.25,-6.25,1987,4,5,16.15,8.19,11.6,7.54,85.91,5.63,5.28,7.77,3.01
38.25,-5.75,1987,4,5,16.64,8.3,11.8,7.59,85.28,6.02,5.34,7.84,3.04
38.25,-5.25,1987,4,5,17.09,8.45,12.01,7.64,84.77,6.42,5.55,8.1,3.11
38.25,-4.75,1987,4,5,17.35,8.5,12.06,7.66,84.53,6.58,5.83,8.51,3.22
38.25,-4.25,1987,4,5,17.39,8.31,11.9,7.62,84.41,6.18,6.08,8.9,3.33
38.25,-3.75,1987,4,5,17.27,7.8,11.61,7.48,83.91,4.86,6.09,9.04,3.41
38.25,-3.25,1987,4,5,16.77,7.01,10.99,7.26,83.88,3.26,5.75,8.81,3.37
38.25,-2.75,1987,4,5,15.42,5.74,9.71,6.84,83.54,2.12,6.18,9.53,3.63
