-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/1982 through 04/05/1983 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,1982,4,5,16.92,14.99,15.95,8.53,76.41,2.67,6.36,8.23,5.1
36.25,-6.25,1982,4,5,16.52,14.53,15.54,8.58,78.81,2.56,5.38,7.01,3.71
36.25,-5.75,1982,4,5,17.63,12.22,14.53,8.23,80.46,2.15,4.32,6.65,2.65
36.25,-5.25,1982,4,5,17.77,12.41,14.63,8.2,79.6,1.92,4.2,6.75,1.97
36.25,-4.75,1982,4,5,17.5,13.64,15.21,8.4,78.46,1.71,4.47,7.15,1.67
36.25,-4.25,1982,4,5,17.17,14.75,15.73,8.68,78.3,1.6,4.83,7.66,1.63
36.25,-3.75,1982,4,5,16.92,14.98,15.78,8.85,79.38,1.9,5.23,8.06,1.69
36.25,-3.25,1982,4,5,16.97,14.9,15.85,8.92,79.68,4.59,5.63,8.54,2.26
36.25,-2.75,1982,4,5,16.91,14.94,15.89,9.16,81.89,7.1,5.75,8.33,2.66
36.25,-2.25,1982,4,5,16.63,15.04,15.84,9.38,84.35,7.47,5.79,7.84,3.14
36.75,-6.75,1982,4,5,17.33,14.09,15.68,8.39,76.42,2.79,5.97,7.88,4.91
36.75,-6.25,1982,4,5,17.44,12.71,15.13,8.24,78.25,3.46,4.87,6.42,3.52
36.75,-5.75,1982,4,5,18.04,10.07,13.58,7.78,80.6,2.75,3.97,6.39,2.48
36.75,-5.25,1982,4,5,17.93,9.38,13.11,7.53,79.91,2.28,3.72,6.29,1.98
36.75,-4.75,1982,4,5,17.6,10.1,13.34,7.52,78.1,1.89,3.59,5.93,1.67
36.75,-4.25,1982,4,5,17.18,11.23,13.68,7.62,76.62,1.55,3.5,5.54,1.41
36.75,-3.75,1982,4,5,16.45,11.3,13.37,7.57,76.5,1.36,3.73,5.79,1.29
36.75,-3.25,1982,4,5,16.1,11.2,13.13,7.42,75.35,3.07,4.07,5.99,1.88
36.75,-2.75,1982,4,5,16.91,11.77,13.86,7.73,75.74,5.61,4.02,5.65,2.07
36.75,-2.25,1982,4,5,17.49,12.93,14.92,8.33,77.69,6.92,4.18,5.63,2.05
37.25,-6.75,1982,4,5,18.08,11.14,14.53,7.85,77.09,3.31,4.91,6.63,3.53
37.25,-6.25,1982,4,5,18.34,10.46,14.3,7.75,77.72,4.67,4.32,5.93,2.85
37.25,-5.75,1982,4,5,18.47,9.33,13.41,7.51,79.39,3.69,3.86,6.04,2.5
37.25,-5.25,1982,4,5,18.17,8.08,12.71,7.24,79.55,2.92,3.52,5.89,2.11
37.25,-4.75,1982,4,5,17.58,7.67,12.2,7.06,79.14,2.37,3.15,5.46,1.68
37.25,-4.25,1982,4,5,16.7,7.93,11.63,6.92,78.81,2.05,2.79,4.97,1.29
37.25,-3.75,1982,4,5,15.38,7.64,10.53,6.62,78.91,2.02,2.72,4.84,1.1
37.25,-3.25,1982,4,5,14.54,6.98,9.76,6.26,76.96,3.4,2.81,4.56,1.19
37.25,-2.75,1982,4,5,15.73,7.11,10.67,6.29,73.69,5.13,2.62,4.12,1.26
37.25,-2.25,1982,4,5,17.26,8.83,12.61,6.82,71.63,6.02,2.45,3.95,1.01
37.75,-6.75,1982,4,5,17.65,7.95,12.65,7.23,79.44,3.52,4.44,6.26,2.78
37.75,-6.25,1982,4,5,17.42,8.15,12.55,7.23,79.34,5.2,4.34,5.93,2.75
37.75,-5.75,1982,4,5,18.11,8.4,12.62,7.18,79.34,4.46,4.0,5.93,2.49
37.75,-5.25,1982,4,5,18.22,7.92,12.51,7.14,79.42,3.57,3.64,5.78,2.14
37.75,-4.75,1982,4,5,17.79,7.57,12.18,7.07,79.77,2.9,3.18,5.41,1.67
37.75,-4.25,1982,4,5,16.88,7.59,11.57,6.98,80.47,2.67,2.69,4.85,1.19
37.75,-3.75,1982,4,5,15.62,7.56,10.58,6.81,81.5,2.95,2.33,4.22,0.91
37.75,-3.25,1982,4,5,14.49,6.83,9.7,6.51,80.72,3.95,2.3,3.84,0.87
37.75,-2.75,1982,4,5,13.75,5.33,8.98,6.11,78.02,4.6,2.38,4.07,0.9
37.75,-2.25,1982,4,5,14.96,5.91,10.08,6.05,72.68,4.39,2.08,3.88,0.6
38.25,-6.75,1982,4,5,16.72,6.77,11.62,6.97,80.9,2.75,4.69,6.65,2.98
38.25,-6.25,1982,4,5,16.23,6.6,11.31,6.9,80.88,4.12,4.67,6.31,3.08
38.25,-5.75,1982,4,5,16.9,7.14,11.5,6.92,80.6,4.06,4.38,6.11,2.83
38.25,-5.25,1982,4,5,17.24,7.21,11.53,6.95,80.83,3.48,3.93,5.93,2.38
38.25,-4.75,1982,4,5,17.18,7.18,11.44,6.95,81.06,2.93,3.38,5.61,1.77
38.25,-4.25,1982,4,5,16.73,7.31,11.26,6.93,81.28,2.77,2.83,5.07,1.12
38.25,-3.75,1982,4,5,15.99,7.71,10.98,6.96,82.0,3.11,2.39,4.33,0.61
38.25,-3.25,1982,4,5,14.97,7.41,10.36,6.84,82.4,3.57,2.34,3.89,0.76
38.25,-2.75,1982,4,5,13.28,5.7,8.85,6.35,81.58,3.44,2.44,4.16,0.79
38.25,-2.25,1982,4,5,14.21,5.67,9.3,6.01,75.41,2.57,2.2,3.96,0.61
36.25,-6.75,1982,4,6,17.02,14.7,15.74,7.9,72.35,0.0,4.24,7.0,3.06
36.25,-6.25,1982,4,6,16.97,12.97,15.26,7.66,72.75,0.0,4.27,6.68,3.06
36.25,-5.75,1982,4,6,18.91,10.08,14.7,7.27,72.22,0.0,3.42,4.57,2.64
