-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/1995 through 04/04/1996 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,1995,4,5,19.21,15.45,17.01,8.64,73.27,0.0,4.89,6.68,2.61
36.25,-6.25,1995,4,5,20.59,13.98,16.89,7.9,68.47,0.0,5.66,7.0,3.23
36.25,-5.75,1995,4,5,21.33,12.06,16.08,7.29,68.02,0.0,5.08,6.21,3.25
36.25,-5.25,1995,4,5,19.45,12.35,15.43,7.65,72.97,0.0,4.25,5.32,2.79
36.25,-4.75,1995,4,5,17.45,13.6,15.27,8.35,78.61,0.0,3.61,4.68,2.21
36.25,-4.25,1995,4,5,16.54,14.77,15.53,8.9,81.9,0.0,3.28,4.38,1.76
36.25,-3.75,1995,4,5,16.63,15.06,15.74,8.97,81.5,0.0,3.06,4.25,1.6
36.25,-3.25,1995,4,5,16.99,15.35,16.12,8.65,76.78,0.0,3.91,4.86,3.0
36.25,-2.75,1995,4,5,17.04,15.34,16.17,8.67,76.78,0.0,5.22,6.03,4.5
36.25,-2.25,1995,4,5,16.66,15.27,15.97,9.12,81.96,0.0,6.2,7.04,5.22
