-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2011 through 04/01/2012 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2011,4,5,17.68,15.46,16.37,9.52,82.98,0.08,12.09,15.31,6.02
36.25,-6.25,2011,4,5,18.2,14.9,16.17,9.25,81.53,0.04,12.19,15.49,6.05
36.25,-5.75,2011,4,5,18.22,13.78,15.56,8.98,81.88,0.04,10.79,14.32,5.33
36.25,-5.25,2011,4,5,17.69,13.7,15.49,9.08,82.81,0.04,9.45,13.12,4.49
36.25,-4.75,2011,4,5,17.48,14.39,16.0,9.16,81.19,0.04,9.11,12.81,4.04
36.25,-4.25,2011,4,5,17.79,15.34,16.78,9.04,76.72,0.04,9.93,14.08,4.18
36.25,-3.75,2011,4,5,18.14,15.82,17.18,8.7,72.0,0.04,11.26,17.3,4.84
36.25,-3.25,2011,4,5,17.83,15.98,16.9,8.7,73.08,0.05,12.6,16.9,8.57
36.25,-2.75,2011,4,5,17.53,15.93,16.67,8.99,76.81,0.04,13.26,15.51,10.57
36.25,-2.25,2011,4,5,17.15,15.97,16.52,9.56,82.82,0.03,13.02,14.19,11.07
36.75,-6.75,2011,4,5,19.9,14.69,16.74,9.34,79.92,0.02,8.14,10.66,4.2
36.75,-6.25,2011,4,5,21.67,13.24,16.45,8.85,77.38,0.01,7.62,11.29,3.58
36.75,-5.75,2011,4,5,21.61,11.57,15.55,8.31,76.15,0.01,7.47,11.44,3.27
36.75,-5.25,2011,4,5,20.86,10.99,15.15,8.14,75.58,0.0,6.69,10.87,2.86
36.75,-4.75,2011,4,5,20.39,11.49,15.55,8.02,72.26,0.01,6.27,10.81,2.56
36.75,-4.25,2011,4,5,20.43,12.52,16.39,7.74,65.85,0.0,6.8,12.02,2.58
36.75,-3.75,2011,4,5,20.53,12.96,16.62,7.2,59.12,0.01,8.4,14.79,3.14
36.75,-3.25,2011,4,5,19.09,12.4,15.37,6.93,60.85,0.01,10.08,13.35,7.07
36.75,-2.75,2011,4,5,18.69,12.42,15.09,7.18,65.01,0.01,10.79,12.64,8.85
36.75,-2.25,2011,4,5,18.54,13.48,15.62,7.91,70.86,0.01,11.03,12.2,9.61
37.25,-6.75,2011,4,5,22.59,13.21,17.18,9.09,75.74,0.0,6.3,8.63,4.02
37.25,-6.25,2011,4,5,23.86,12.07,16.95,8.7,73.84,0.0,5.82,8.55,3.61
37.25,-5.75,2011,4,5,24.17,10.99,16.39,8.33,72.74,0.0,5.5,8.1,3.27
37.25,-5.25,2011,4,5,24.21,10.08,15.94,7.93,70.61,0.0,5.01,7.78,2.89
37.25,-4.75,2011,4,5,24.03,9.63,15.75,7.44,66.38,0.0,4.9,8.12,2.63
37.25,-4.25,2011,4,5,23.56,9.49,15.57,6.84,60.58,0.0,5.41,9.26,2.73
37.25,-3.75,2011,4,5,22.6,9.05,14.76,6.13,55.41,0.0,6.55,10.95,3.5
37.25,-3.25,2011,4,5,20.18,7.71,12.91,5.79,58.36,0.0,7.38,9.82,4.86
37.25,-2.75,2011,4,5,19.55,7.52,12.58,5.93,62.06,0.0,7.27,9.34,5.22
37.25,-2.25,2011,4,5,19.81,9.27,13.69,6.5,64.92,0.0,7.43,9.2,5.67
37.75,-6.75,2011,4,5,24.36,11.8,17.41,8.65,70.53,0.0,5.98,8.39,4.29
37.75,-6.25,2011,4,5,24.13,11.1,17.01,8.36,69.62,0.0,6.05,8.11,4.27
37.75,-5.75,2011,4,5,24.61,10.66,16.86,8.31,69.85,0.0,5.45,7.17,3.93
37.75,-5.25,2011,4,5,25.15,10.06,16.71,8.08,68.46,0.0,5.1,6.79,3.59
37.75,-4.75,2011,4,5,25.43,9.5,16.44,7.64,65.44,0.0,5.1,6.9,3.35
37.75,-4.25,2011,4,5,25.14,8.89,15.86,7.06,61.92,0.0,5.37,7.39,3.34
37.75,-3.75,2011,4,5,23.99,7.83,14.65,6.5,60.25,0.0,5.66,8.07,3.64
37.75,-3.25,2011,4,5,22.49,7.33,13.73,5.96,58.62,0.0,6.48,8.38,4.13
37.75,-2.75,2011,4,5,20.57,6.05,12.3,5.72,61.26,0.0,6.46,8.43,4.33
37.75,-2.25,2011,4,5,19.86,6.08,12.12,5.88,64.44,0.0,5.87,8.05,3.8
38.25,-6.75,2011,4,5,24.82,11.05,17.39,8.72,70.59,0.0,5.53,7.58,4.15
38.25,-6.25,2011,4,5,24.09,10.31,16.71,8.42,70.47,0.0,5.68,7.64,3.96
38.25,-5.75,2011,4,5,24.18,9.88,16.56,8.3,70.02,0.0,5.47,7.16,3.85
38.25,-5.25,2011,4,5,24.57,9.57,16.52,8.11,68.5,0.0,5.46,7.15,3.63
38.25,-4.75,2011,4,5,24.97,9.2,16.4,7.79,66.34,0.0,5.51,7.2,3.43
38.25,-4.25,2011,4,5,25.12,8.59,16.02,7.41,64.65,0.0,5.42,7.07,3.29
38.25,-3.75,2011,4,5,24.74,7.61,15.2,7.14,65.25,0.0,4.98,6.72,3.18
38.25,-3.25,2011,4,5,24.23,8.01,15.09,6.41,59.22,0.0,6.15,7.54,3.99
38.25,-2.75,2011,4,5,22.05,6.36,13.28,5.86,59.99,0.0,6.54,8.18,4.35
38.25,-2.25,2011,4,5,20.98,5.21,12.39,5.75,62.98,0.0,5.63,7.87,3.51
36.25,-6.75,2011,4,6,17.43,16.0,16.67,9.77,83.51,0.0,7.36,12.63,3.82
36.25,-6.25,2011,4,6,18.79,15.56,16.98,9.19,77.19,0.0,8.94,13.51,5.38
36.25,-5.75,2011,4,6,19.52,14.74,16.86,8.6,72.56,0.0,9.21,12.88,5.74
36.25,-5.25,2011,4,6,18.75,14.96,16.69,8.58,72.94,0.0,8.85,12.1,5.02
36.25,-4.75,2011,4,6,18.1,15.67,16.86,8.69,73.11,0.0,9.1,12.62,4.47
36.25,-4.25,2011,4,6,18.17,16.42,17.31,8.61,70.54,0.0,10.35,14.65,5.19
36.25,-3.75,2011,4,6,18.55,16.93,17.6,8.12,65.44,0.01,12.21,17.21,8.05
36.25,-3.25,2011,4,6,18.13,16.45,17.16,7.97,66.24,0.02,13.51,16.61,10.88
36.25,-2.75,2011,4,6,17.62,16.11,16.76,8.3,70.97,0.02,13.81,15.65,11.92
36.25,-2.25,2011,4,6,17.08,15.96,16.45,9.05,78.96,0.01,13.16,14.34,11.81
36.75,-6.75,2011,4,6,18.71,15.15,16.9,9.33,78.84,0.0,6.06,9.36,2.67
36.75,-6.25,2011,4,6,21.5,14.11,17.43,8.54,70.56,0.0,6.68,10.49,2.88
36.75,-5.75,2011,4,6,22.2,12.94,17.13,7.86,65.49,0.0,7.47,11.57,3.29
36.75,-5.25,2011,4,6,21.75,13.11,16.95,7.65,63.84,0.0,7.31,11.33,2.7
36.75,-4.75,2011,4,6,21.23,13.98,17.34,7.6,61.42,0.0,7.47,11.64,2.51
36.75,-4.25,2011,4,6,21.04,15.04,18.02,7.4,56.66,0.0,8.52,12.98,3.71
36.75,-3.75,2011,4,6,20.97,15.93,17.98,6.71,50.69,0.0,10.33,14.48,6.89
36.75,-3.25,2011,4,6,19.32,14.15,16.29,6.2,51.26,0.0,11.28,13.76,8.91
36.75,-2.75,2011,4,6,18.62,13.26,15.65,6.31,55.32,0.0,11.48,13.09,9.17
36.75,-2.25,2011,4,6,18.24,13.82,15.83,7.2,63.86,0.0,11.3,12.48,9.48
37.25,-6.75,2011,4,6,21.64,13.62,17.12,8.72,72.94,0.0,5.16,7.95,1.39
37.25,-6.25,2011,4,6,24.17,13.02,17.84,8.21,66.31,0.0,4.97,8.37,0.89
37.25,-5.75,2011,4,6,24.88,12.98,17.96,7.99,63.51,0.0,5.52,8.97,1.53
37.25,-5.25,2011,4,6,25.19,13.15,18.17,7.73,59.83,0.0,5.79,9.38,1.2
37.25,-4.75,2011,4,6,25.02,13.05,18.31,7.38,55.59,0.0,6.25,9.94,1.38
37.25,-4.25,2011,4,6,24.21,12.79,18.03,6.8,50.94,0.0,7.11,10.71,2.75
37.25,-3.75,2011,4,6,22.62,13.01,16.79,5.8,45.84,0.0,8.31,11.46,5.16
37.25,-3.25,2011,4,6,19.79,10.38,14.31,5.21,47.39,0.0,8.58,11.79,6.1
37.25,-2.75,2011,4,6,18.87,8.84,13.41,5.18,51.25,0.0,7.94,10.93,5.11
37.25,-2.25,2011,4,6,19.01,9.65,14.03,5.82,56.86,0.0,7.59,9.84,5.05
37.75,-6.75,2011,4,6,23.85,12.85,17.12,8.1,66.98,0.0,5.5,8.1,1.58
37.75,-6.25,2011,4,6,24.84,12.58,17.55,7.9,63.53,0.0,5.2,7.73,0.64
37.75,-5.75,2011,4,6,25.93,12.97,18.08,8.12,63.23,0.0,4.99,7.42,0.67
37.75,-5.25,2011,4,6,26.27,13.14,18.36,8.12,61.75,0.0,5.18,7.83,1.03
37.75,-4.75,2011,4,6,25.83,12.81,18.12,7.79,59.45,0.0,5.62,8.5,1.72
37.75,-4.25,2011,4,6,24.65,12.04,17.27,7.13,56.49,0.0,6.13,9.22,2.71
37.75,-3.75,2011,4,6,22.85,11.19,15.89,6.23,52.84,0.0,6.57,10.04,3.84
37.75,-3.25,2011,4,6,21.1,9.88,14.56,5.47,49.87,0.0,7.53,11.07,5.41
37.75,-2.75,2011,4,6,18.81,7.68,12.68,5.19,53.25,0.0,7.08,10.6,4.72
37.75,-2.25,2011,4,6,18.08,6.99,12.16,5.46,58.76,0.0,5.87,8.91,3.48
38.25,-6.75,2011,4,6,24.64,12.61,17.24,8.22,66.74,0.0,5.55,8.04,1.49
38.25,-6.25,2011,4,6,24.54,12.15,17.03,8.12,65.94,0.0,5.71,8.33,1.4
38.25,-5.75,2011,4,6,24.96,11.89,17.05,8.19,66.46,0.0,5.56,8.24,1.48
38.25,-5.25,2011,4,6,24.64,11.85,16.84,8.03,65.77,0.0,5.8,8.54,2.29
38.25,-4.75,2011,4,6,23.94,11.7,16.46,7.67,64.04,0.0,6.08,8.89,3.04
38.25,-4.25,2011,4,6,23.12,11.13,15.88,7.23,62.22,0.0,6.07,9.01,3.4
38.25,-3.75,2011,4,6,22.25,9.86,15.06,6.87,62.0,0.0,5.5,8.75,3.45
38.25,-3.25,2011,4,6,21.59,10.01,14.77,6.09,55.58,0.0,6.82,10.02,5.12
38.25,-2.75,2011,4,6,19.05,8.1,12.9,5.62,56.56,0.0,7.09,10.29,5.3
38.25,-2.25,2011,4,6,18.15,6.72,12.04,5.65,60.62,0.0,5.76,8.92,3.9
36.25,-6.75,2011,4,7,18.01,15.95,16.89,9.5,80.62,0.0,9.06,11.19,6.66
36.25,-6.25,2011,4,7,19.0,15.14,16.85,8.82,74.97,0.0,9.95,12.18,6.82
36.25,-5.75,2011,4,7,19.39,14.15,16.43,8.11,70.89,0.0,9.51,11.97,6.4
36.25,-5.25,2011,4,7,18.48,14.32,16.15,8.15,72.18,0.0,8.5,11.06,5.54
36.25,-4.75,2011,4,7,17.72,14.83,16.2,8.45,74.49,0.0,7.79,10.25,5.03
36.25,-4.25,2011,4,7,17.68,15.35,16.55,8.59,74.47,0.01,7.81,10.0,5.13
36.25,-3.75,2011,4,7,18.1,16.02,16.98,8.27,69.75,0.01,8.52,10.46,5.51
36.25,-3.25,2011,4,7,18.43,16.35,17.28,7.98,66.12,0.0,9.54,12.91,6.87
36.25,-2.75,2011,4,7,17.94,16.23,17.01,8.18,69.19,0.0,10.06,13.53,7.92
36.25,-2.25,2011,4,7,17.27,16.07,16.61,8.85,76.79,0.0,9.96,12.82,8.33
36.75,-6.75,2011,4,7,19.81,15.2,17.2,8.8,73.62,0.0,6.88,8.81,3.76
36.75,-6.25,2011,4,7,21.98,13.55,17.13,7.97,67.62,0.0,6.89,9.69,3.23
36.75,-5.75,2011,4,7,22.21,12.26,16.44,7.14,63.05,0.0,7.2,10.39,3.23
36.75,-5.25,2011,4,7,21.31,12.0,15.94,6.93,62.54,0.0,6.61,9.89,2.79
36.75,-4.75,2011,4,7,20.71,12.39,16.06,7.07,62.89,0.0,5.85,8.92,2.51
36.75,-4.25,2011,4,7,20.93,13.12,16.71,7.17,60.88,0.0,5.49,8.1,2.62
36.75,-3.75,2011,4,7,21.51,13.96,17.37,6.65,53.25,0.0,5.95,7.93,2.93
36.75,-3.25,2011,4,7,21.53,13.09,16.92,5.94,47.98,0.0,7.19,10.49,4.44
36.75,-2.75,2011,4,7,20.52,13.11,16.41,5.9,49.9,0.0,8.05,11.0,5.76
36.75,-2.25,2011,4,7,19.57,13.93,16.43,6.73,58.04,0.0,8.37,10.75,6.44
37.25,-6.75,2011,4,7,22.73,13.77,17.47,8.31,68.63,0.0,4.96,6.91,2.06
37.25,-6.25,2011,4,7,24.55,12.92,17.71,7.84,64.78,0.0,4.51,6.8,1.86
37.25,-5.75,2011,4,7,24.76,12.18,17.38,7.48,62.66,0.0,4.77,7.25,2.13
37.25,-5.25,2011,4,7,24.72,11.44,17.07,7.11,60.29,0.0,4.68,7.37,2.2
