-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2015 through 04/01/2016 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2015,4,5,16.64,15.16,15.86,10.16,90.99,0.11,4.69,7.8,2.01
36.25,-6.25,2015,4,5,18.03,14.25,15.94,9.8,87.47,0.21,4.52,8.25,1.46
36.25,-5.75,2015,4,5,19.58,12.97,16.01,9.04,80.69,0.28,3.65,7.1,0.85
36.25,-5.25,2015,4,5,18.11,13.01,15.44,8.67,79.66,0.2,3.36,6.61,0.79
36.25,-4.75,2015,4,5,16.39,13.62,15.0,8.64,81.27,0.09,3.4,6.58,0.97
36.25,-4.25,2015,4,5,15.66,14.17,14.94,8.8,83.01,0.03,3.5,6.59,1.1
36.25,-3.75,2015,4,5,15.67,14.15,14.95,8.82,82.94,0.02,3.37,6.09,0.94
36.25,-3.25,2015,4,5,15.84,14.04,14.99,8.82,82.84,0.02,3.32,6.13,0.94
36.25,-2.75,2015,4,5,15.71,14.01,14.86,8.73,82.92,0.03,3.62,6.2,1.01
36.25,-2.25,2015,4,5,15.5,14.19,14.83,8.76,83.82,0.03,4.05,6.49,1.09
36.75,-6.75,2015,4,5,17.88,14.66,15.98,9.76,86.96,0.39,3.96,5.92,1.75
36.75,-6.25,2015,4,5,21.1,13.63,16.62,9.25,79.91,0.56,3.66,6.05,1.34
36.75,-5.75,2015,4,5,22.48,12.28,16.53,8.61,74.68,0.45,3.11,5.53,0.73
36.75,-5.25,2015,4,5,20.64,11.64,15.54,8.36,75.85,0.24,2.66,5.14,0.78
36.75,-4.75,2015,4,5,18.44,11.69,14.76,8.36,78.61,0.09,2.36,4.65,0.92
36.75,-4.25,2015,4,5,17.2,12.01,14.48,8.42,80.04,0.03,2.27,4.22,0.93
36.75,-3.75,2015,4,5,16.76,11.72,14.26,8.3,79.06,0.02,2.38,4.39,0.96
36.75,-3.25,2015,4,5,16.37,10.9,13.79,7.98,77.24,0.02,2.43,4.52,0.81
36.75,-2.75,2015,4,5,16.75,11.22,13.99,7.78,75.6,0.01,2.64,4.66,0.71
36.75,-2.25,2015,4,5,17.06,12.07,14.34,7.87,76.74,0.01,3.27,5.36,0.98
37.25,-6.75,2015,4,5,20.45,13.62,16.21,9.25,81.91,0.41,2.74,3.99,1.28
37.25,-6.25,2015,4,5,22.98,12.97,16.78,8.91,76.94,0.52,2.57,4.07,1.26
37.25,-5.75,2015,4,5,23.05,12.47,16.68,8.67,74.56,0.35,2.44,4.09,0.94
37.25,-5.25,2015,4,5,21.73,11.69,15.9,8.46,75.3,0.17,2.34,4.11,0.97
37.25,-4.75,2015,4,5,20.16,10.94,15.04,8.26,76.38,0.06,2.15,3.76,0.94
37.25,-4.25,2015,4,5,18.94,10.2,14.3,8.01,76.18,0.02,1.92,3.29,0.77
37.25,-3.75,2015,4,5,18.14,9.1,13.48,7.57,74.25,0.01,1.87,3.49,0.73
37.25,-3.25,2015,4,5,17.69,7.93,12.73,7.01,70.82,0.01,2.06,3.69,0.43
37.25,-2.75,2015,4,5,18.99,8.19,13.39,6.74,66.91,0.0,1.95,3.83,0.29
