-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2012 through 04/05/2013 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2012,4,5,14.92,13.28,14.02,7.39,74.58,3.45,6.61,8.36,5.21
36.25,-6.25,2012,4,5,14.97,12.51,13.78,7.29,74.5,4.19,6.23,7.4,5.06
36.25,-5.75,2012,4,5,16.05,10.54,13.08,7.05,75.9,4.02,5.57,7.07,3.99
36.25,-5.25,2012,4,5,16.23,10.76,13.16,7.17,76.4,3.7,5.71,7.15,4.08
36.25,-4.75,2012,4,5,16.07,11.84,13.63,7.44,76.53,3.26,6.11,7.6,4.71
36.25,-4.25,2012,4,5,15.81,12.82,14.08,7.7,76.81,2.69,6.47,8.28,5.31
36.25,-3.75,2012,4,5,15.39,13.1,14.12,7.84,77.81,1.96,6.65,8.87,5.34
36.25,-3.25,2012,4,5,15.21,13.37,14.33,7.87,76.96,1.49,6.95,8.99,5.58
36.25,-2.75,2012,4,5,15.42,13.9,14.74,7.98,76.32,1.32,7.52,9.45,6.11
36.25,-2.25,2012,4,5,15.76,14.39,15.11,8.2,76.93,1.4,8.02,9.89,6.49
36.75,-6.75,2012,4,5,15.13,11.76,13.36,6.98,73.54,1.61,6.05,7.9,4.54
36.75,-6.25,2012,4,5,16.29,10.12,12.99,6.68,72.72,2.15,5.33,6.96,3.99
36.75,-5.75,2012,4,5,16.88,7.82,11.92,6.41,74.99,2.34,4.88,6.9,3.08
36.75,-5.25,2012,4,5,16.65,7.5,11.54,6.37,75.34,2.25,5.01,7.05,3.09
36.75,-4.75,2012,4,5,16.23,8.14,11.69,6.48,74.91,1.99,5.11,7.0,3.33
36.75,-4.25,2012,4,5,15.69,8.87,11.92,6.63,74.69,1.7,5.06,6.85,3.49
36.75,-3.75,2012,4,5,14.5,9.03,11.51,6.65,75.47,1.51,5.2,7.21,3.62
36.75,-3.25,2012,4,5,13.54,8.71,11.15,6.46,73.54,1.11,5.59,7.59,4.02
36.75,-2.75,2012,4,5,14.55,9.64,12.17,6.52,70.57,0.76,6.1,8.12,4.43
36.75,-2.25,2012,4,5,16.0,11.36,13.75,6.98,69.81,0.68,6.72,8.84,4.73
37.25,-6.75,2012,4,5,16.5,8.29,12.07,6.1,70.62,0.81,4.92,6.69,3.39
37.25,-6.25,2012,4,5,17.8,7.44,12.12,5.95,69.75,1.28,4.37,6.58,2.7
37.25,-5.75,2012,4,5,17.92,6.74,11.82,5.98,71.55,1.61,4.41,6.8,2.49
37.25,-5.25,2012,4,5,17.58,6.49,11.45,5.94,72.15,1.63,4.56,6.85,2.58
37.25,-4.75,2012,4,5,16.97,6.31,11.02,5.87,72.15,1.52,4.51,6.72,2.55
37.25,-4.25,2012,4,5,15.96,5.86,10.3,5.74,72.41,1.42,4.26,6.58,2.27
37.25,-3.75,2012,4,5,14.04,4.87,8.86,5.52,74.06,1.46,4.14,6.77,1.94
37.25,-3.25,2012,4,5,13.03,3.17,7.79,5.11,71.89,1.16,4.08,6.7,2.03
37.25,-2.75,2012,4,5,14.31,3.42,8.72,5.04,68.04,0.87,4.01,6.31,2.18
37.25,-2.25,2012,4,5,16.35,5.83,11.07,5.49,64.84,0.81,4.31,6.49,2.4
37.75,-6.75,2012,4,5,16.71,5.04,10.37,5.34,69.11,0.5,4.16,5.99,2.69
37.75,-6.25,2012,4,5,17.22,4.97,10.54,5.34,68.41,0.89,3.91,6.27,2.31
37.75,-5.75,2012,4,5,17.98,5.53,11.28,5.49,67.93,1.3,3.95,6.49,2.02
37.75,-5.25,2012,4,5,18.08,6.09,11.61,5.65,68.21,1.44,4.3,6.67,2.22
