-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2008 through 04/05/2009 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2008,4,5,17.84,15.87,16.74,9.48,80.58,0.0,9.76,11.85,7.83
36.25,-6.25,2008,4,5,18.78,14.63,16.44,8.82,76.66,0.0,9.67,11.73,7.74
36.25,-5.75,2008,4,5,18.85,13.43,15.72,8.14,73.96,0.0,8.33,10.4,5.9
36.25,-5.25,2008,4,5,17.48,13.43,15.21,8.06,74.95,0.0,7.49,9.82,4.35
36.25,-4.75,2008,4,5,16.46,13.98,15.16,8.15,75.82,0.0,7.24,9.82,3.46
36.25,-4.25,2008,4,5,16.34,14.51,15.44,8.17,74.96,0.0,7.27,9.95,3.1
36.25,-3.75,2008,4,5,16.48,14.58,15.55,8.0,72.94,0.0,6.82,9.45,2.7
36.25,-3.25,2008,4,5,16.5,14.62,15.6,7.9,71.46,0.0,6.56,9.33,2.38
36.25,-2.75,2008,4,5,16.22,14.71,15.48,7.87,72.11,0.0,6.41,9.05,2.02
36.25,-2.25,2008,4,5,16.03,14.96,15.48,7.84,72.06,0.0,6.33,8.77,1.74
36.75,-6.75,2008,4,5,19.66,14.28,16.77,8.75,74.92,0.0,7.14,9.16,4.73
36.75,-6.25,2008,4,5,22.44,12.36,16.93,7.72,66.97,0.0,6.57,8.44,4.34
36.75,-5.75,2008,4,5,22.21,11.12,15.99,6.92,63.67,0.0,6.42,8.78,3.54
36.75,-5.25,2008,4,5,20.4,10.33,14.89,6.81,66.29,0.0,5.94,8.57,2.75
36.75,-4.75,2008,4,5,19.05,10.22,14.4,6.92,68.68,0.0,5.34,7.86,2.15
36.75,-4.25,2008,4,5,18.77,10.51,14.55,6.9,67.64,0.0,4.76,6.91,1.7
36.75,-3.75,2008,4,5,18.69,10.39,14.6,6.56,62.97,0.0,4.18,6.21,1.21
36.75,-3.25,2008,4,5,18.31,10.03,14.26,6.27,60.34,0.0,4.03,6.39,1.1
36.75,-2.75,2008,4,5,18.05,10.38,14.15,6.41,63.06,0.0,4.23,6.5,1.16
36.75,-2.25,2008,4,5,17.34,11.61,14.35,6.83,67.19,0.0,4.5,6.54,1.13
37.25,-6.75,2008,4,5,23.34,10.99,16.67,7.67,68.17,0.0,4.37,6.45,2.2
37.25,-6.25,2008,4,5,25.69,9.68,17.18,6.96,61.72,0.0,3.79,5.59,2.0
37.25,-5.75,2008,4,5,25.55,9.45,16.94,6.49,58.89,0.0,4.18,6.08,2.15
37.25,-5.25,2008,4,5,24.59,8.82,16.21,6.3,59.67,0.0,4.16,6.1,2.18
