-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/05/2001 through 04/05/2002 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
36.25,-6.75,2001,4,5,17.89,15.6,16.75,10.25,87.96,0.01,5.2,6.39,4.03
36.25,-6.25,2001,4,5,18.49,14.49,16.62,10.13,87.78,0.0,4.66,5.34,3.77
36.25,-5.75,2001,4,5,20.46,12.69,16.45,9.74,84.68,0.0,3.74,4.54,2.84
36.25,-5.25,2001,4,5,20.91,13.17,16.78,9.63,82.12,0.0,3.76,4.79,2.79
36.25,-4.75,2001,4,5,20.32,14.33,17.12,9.72,81.34,0.0,4.22,5.56,3.05
36.25,-4.25,2001,4,5,19.28,15.16,17.21,9.91,82.22,0.0,4.65,6.32,3.14
36.25,-3.75,2001,4,5,18.46,15.33,17.01,9.98,83.38,0.0,4.64,6.54,2.62
36.25,-3.25,2001,4,5,18.01,15.77,16.91,10.03,84.18,0.0,4.06,6.45,2.19
36.25,-2.75,2001,4,5,17.59,15.91,16.75,10.08,85.74,0.0,3.7,5.7,1.92
36.25,-2.25,2001,4,5,17.36,16.03,16.71,10.22,87.59,0.0,3.43,4.87,1.75
36.75,-6.75,2001,4,5,19.17,14.38,16.84,9.99,85.31,0.0,4.71,5.99,3.48
36.75,-6.25,2001,4,5,20.97,12.52,16.85,9.77,83.69,0.0,3.99,4.88,3.36
36.75,-5.75,2001,4,5,22.02,10.72,16.2,9.38,82.09,0.0,3.34,4.3,2.6
36.75,-5.25,2001,4,5,22.01,10.83,15.99,9.11,80.39,0.0,3.39,4.46,2.54
36.75,-4.75,2001,4,5,21.46,11.54,16.02,9.03,79.28,0.0,3.62,4.85,2.64
36.75,-4.25,2001,4,5,20.69,12.07,16.07,9.03,78.71,0.0,3.65,5.01,2.35
36.75,-3.75,2001,4,5,19.9,12.07,15.84,8.88,77.94,0.0,3.2,4.59,1.0
36.75,-3.25,2001,4,5,19.42,12.46,15.68,8.61,75.19,0.0,2.73,4.2,1.03
36.75,-2.75,2001,4,5,19.65,12.7,16.01,8.64,75.01,0.0,2.7,4.14,0.9
36.75,-2.25,2001,4,5,19.68,13.66,16.61,8.97,76.53,0.0,2.78,4.2,0.86
37.25,-6.75,2001,4,5,20.94,12.21,16.5,9.48,82.73,0.0,4.01,5.04,2.95
37.25,-6.25,2001,4,5,22.72,10.92,16.65,9.34,80.78,0.0,3.43,4.36,2.82
37.25,-5.75,2001,4,5,22.82,10.3,16.27,9.24,80.73,0.0,2.91,3.8,2.25
37.25,-5.25,2001,4,5,22.41,10.01,15.71,9.01,80.64,0.0,2.85,3.71,2.04
37.25,-4.75,2001,4,5,21.82,9.86,15.16,8.76,80.28,0.0,2.94,3.87,2.05
37.25,-4.25,2001,4,5,21.19,9.66,14.61,8.47,79.44,0.0,2.92,4.01,1.92
37.25,-3.75,2001,4,5,20.38,9.13,13.89,8.06,77.94,0.0,2.57,3.77,1.1
37.25,-3.25,2001,4,5,20.3,8.7,13.54,7.54,73.89,0.0,2.46,3.82,1.13
37.25,-2.75,2001,4,5,21.69,8.81,14.39,7.36,70.14,0.0,2.54,4.05,0.89
37.25,-2.25,2001,4,5,22.8,10.25,15.88,7.56,67.39,0.0,2.89,4.59,0.8
37.75,-6.75,2001,4,5,20.61,10.55,15.23,9.0,83.64,0.02,3.68,4.58,2.75
37.75,-6.25,2001,4,5,21.31,10.01,15.15,8.85,82.31,0.01,3.61,4.52,2.79
37.75,-5.75,2001,4,5,22.0,10.0,15.48,8.9,81.21,0.0,3.27,4.11,2.58
37.75,-5.25,2001,4,5,22.13,9.93,15.44,8.86,80.79,0.0,2.98,3.58,2.36
37.75,-4.75,2001,4,5,21.96,9.86,15.15,8.7,80.36,0.0,2.7,3.28,2.04
37.75,-4.25,2001,4,5,21.5,9.68,14.61,8.45,79.87,0.0,2.41,3.23,1.61
37.75,-3.75,2001,4,5,20.5,9.07,13.76,8.18,79.84,0.0,2.06,3.08,1.15
37.75,-3.25,2001,4,5,20.18,8.41,13.19,7.76,77.79,0.0,2.14,3.47,0.94
37.75,-2.75,2001,4,5,20.94,7.83,13.1,7.22,73.61,0.0,2.48,3.93,1.24
37.75,-2.25,2001,4,5,22.82,8.19,14.43,6.89,67.06,0.0,2.75,4.55,1.09
38.25,-6.75,2001,4,5,19.17,9.66,14.05,8.83,86.62,0.05,3.31,4.22,2.28
38.25,-6.25,2001,4,5,18.69,9.38,13.55,8.61,86.47,0.03,3.56,4.43,2.5
38.25,-5.75,2001,4,5,19.48,9.57,13.89,8.63,85.09,0.02,3.48,4.32,2.61
38.25,-5.25,2001,4,5,20.14,9.68,14.13,8.62,83.89,0.01,3.22,3.89,2.58
38.25,-4.75,2001,4,5,20.77,9.76,14.31,8.54,82.4,0.01,2.84,3.44,2.2
38.25,-4.25,2001,4,5,21.16,9.72,14.34,8.44,81.06,0.01,2.39,3.08,1.57
38.25,-3.75,2001,4,5,20.71,9.38,13.99,8.36,81.16,0.0,1.93,2.75,1.07
38.25,-3.25,2001,4,5,20.01,8.85,13.39,8.07,79.98,0.0,1.98,3.06,1.02
38.25,-2.75,2001,4,5,20.23,8.1,12.88,7.39,75.71,0.0,2.57,3.74,1.7
38.25,-2.25,2001,4,5,22.09,7.98,13.9,6.85,68.46,0.0,2.89,4.4,1.66
36.25,-6.75,2001,4,6,18.76,15.88,17.28,10.62,88.28,0.0,5.22,6.78,4.12
36.25,-6.25,2001,4,6,19.24,14.66,17.17,10.38,86.62,0.0,4.51,5.55,3.8
36.25,-5.75,2001,4,6,21.46,13.0,17.15,9.91,83.18,0.0,3.69,5.08,2.52
36.25,-5.25,2001,4,6,21.95,13.55,17.5,9.78,80.1,0.0,3.7,5.34,2.28
36.25,-4.75,2001,4,6,21.09,14.88,17.71,9.88,79.44,0.0,3.85,5.86,1.97
36.25,-4.25,2001,4,6,19.66,16.0,17.64,10.05,80.92,0.0,3.85,6.36,1.48
36.25,-3.75,2001,4,6,18.87,16.42,17.44,10.1,82.0,0.0,3.82,6.78,1.66
